positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
销售管理培训生,宁波西铁供应链管理有限公司,50-150人,"电商,企业服务",未融资,销售类,销售,销售专员|助理,"['物流', '销售', '客户代表', '电话销售']",2020-09-04 08:11:42,宁波,鄞州区,,5k-6k,应届毕业生,全职,大专,"发展空间大,公司福利好,双休,工作地方便"
贷款专员,中国平安人寿保险股份有限公司广东分公司珠江新城营销服务部,2000人以上,金融 移动互联网,上市公司,销售类,销售,销售专员|助理,"['保险', '投资/融资', '信贷', '电话销售', '渠道分销', '销售代表']",2020-09-04 08:11:14,广州,天河区,,10k-20k,不限,全职,大专,周末双休
保险合伙人,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上市公司,金融类,保险,保险业务,"['保险', '销售', '理赔', '业务管理']",2020-09-04 08:15:48,上海,闵行区,['莘庄'],10k-15k,不限,全职,本科,时间自我管理
测试工程师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,不需要融资,开发|测试|运维类,测试,测试工程师,"['性能测试', '自动化测试', '白盒测试', '测试开发']",2020-09-04 08:14:53,北京,东城区,,18k-25k,3-5年,全职,本科,"免费餐饮,免费健身,弹性工作"
原画师,深圳市路通网络技术有限公司,500-2000人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,原画师,"['原画', '角色', '场景']",2020-09-04 08:14:45,深圳,南山区,"['南油', '科技园']",10k-20k,不限,全职,本科,领导nice 重点培养岗位 环境优越
Java开发（中高级）,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",不需要融资,开发|测试|运维类,后端开发,Java,['Java'],2020-09-04 08:14:22,成都,武侯区,,11k-15k,3-5年,全职,本科,大佬带队 管理规范 五天七小时
C研发工程师（天津）,北京人大金仓信息技术股份有限公司,150-500人,数据服务,不需要融资,开发|测试|运维类,后端开发,C|C++,['C'],2020-09-04 08:13:57,天津,西青区,,18k-35k,不限,全职,本科,"六险一金,带薪年假,定期体检,年底奖金"
需求分析师,北京新锐在线科技有限公司,150-500人,"移动互联网,企业服务",未融资,产品|需求|项目类,产品经理,需求分析,['金融'],2020-09-04 08:12:48,北京,大兴区,,10k-18k,3-5年,全职,本科,五险一金，商业险，综合补助
软件测试工程师（珠海）,上海艾融软件股份有限公司,500-2000人,"移动互联网,金融",上市公司,开发|测试|运维类,测试,测试工程师,"['功能测试', '性能测试', '自动化测试']",2020-09-04 08:12:04,珠海,,,10k-15k,1-3年,全职,本科,五险一金 、节日福利、团队聚餐、提供发展平台
销售管理培训生,宁波西铁供应链管理有限公司,50-150人,"电商,企业服务",未融资,销售类,销售,销售专员|助理,"['物流', '销售', '客户代表', '电话销售']",2020-09-04 08:11:42,宁波,鄞州区,,5k-6k,应届毕业生,全职,大专,"发展空间大,公司福利好,双休,工作地方便"
软件实习生,茂硕电源科技股份有限公司,2000人以上,"不限,硬件",上市公司,开发|测试|运维类,后端开发,C|C++,"['电子/半导体/集成电路', 'C', 'C++', '嵌入式', 'Linux/Unix']",2020-09-04 08:11:19,深圳,南山区,,3k-5k,应届毕业生,实习,本科,"五险一金,提供食宿,技能培训,绩效奖金"
贷款专员,中国平安人寿保险股份有限公司广东分公司珠江新城营销服务部,2000人以上,金融 移动互联网,上市公司,销售类,销售,销售专员|助理,"['保险', '投资/融资', '信贷', '电话销售', '渠道分销', '销售代表']",2020-09-04 08:11:14,广州,天河区,,10k-20k,不限,全职,大专,周末双休
销售专员,杭州优达信息技术有限公司,少于15人,企业服务 电子商务,未融资,销售类,销售管理,其他销售管理职位,"['移动互联网', '广告营销']",2020-09-04 08:11:12,杭州,拱墅区,,7k-14k,不限,全职,不限,工作轻松 单双休 不用出去跑
嵌入式开发工程师,OPPO广东移动通信有限公司,2000人以上,硬件,不需要融资,生产|加工|制造,电子|电器|半导体|仪器仪表,嵌入式软件开发(Linux|单片机|DLC|DSP…),['可穿戴设备'],2020-09-04 08:11:09,深圳,南山区,"['后海', '南油', '科技园']",25k-50k,5-10年,全职,本科,"弹性工作,福利待遇好,奖金丰厚,工作氛围"
java开发工程师（珠海）,广州源创信息科技有限公司,50-150人,"电商,企业服务",不需要融资,开发|测试|运维类,后端开发,Java,"['金融', 'Java']",2020-09-04 08:11:08,珠海,香洲区,,6k-9k,1-3年,全职,本科,个人发展，团队实力
产品经理 B端,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['B端产品', 'SaaS']",2020-09-04 08:11:04,深圳,南山区,"['大冲', '科技园']",25k-45k,5-10年,全职,本科,稳定盈利；自有食堂、班车、办公楼；氛围好
漫画上色助理,钟楼区北港午后漫画设计工作室,少于15人,文娱丨内容,未融资,设计类,原画|美术|特效,其他美术|特效,"['板绘', '2D', '漫画设计']",2020-09-04 08:11:00,常州,钟楼区,,4k-7k,不限,全职,不限,"包住,弹性时间,五险,双休"
中国人寿直招主管,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上市公司,金融类,保险,保险业务,"['保险', '理财', '业务管理', '销售']",2020-09-04 08:15:43,上海市,闵行区,,15k-30k,1-3年,全职,本科,综合工资15000以上。
需求分析师,北京新锐在线科技有限公司,150-500人,"移动互联网,企业服务",未融资,产品|需求|项目类,产品经理,需求分析,['金融'],2020-09-04 08:12:48,北京,大兴区,,10k-18k,3-5年,全职,本科,五险一金，商业险，综合补助
java软件开发工程师,上海艾融软件股份有限公司,500-2000人,"移动互联网,金融",上市公司,开发|测试|运维类,后端开发,Java,"['Java', 'MySQL', '后端']",2020-09-04 08:11:54,广州,天河区,,10k-15k,3-5年,全职,本科,五险一金 、节日福利、团队聚餐、提供发展平台
销售专员,杭州优达信息技术有限公司,少于15人,企业服务 电子商务,未融资,销售类,销售管理,其他销售管理职位,"['移动互联网', '广告营销']",2020-09-04 08:11:12,杭州,拱墅区,,7k-14k,不限,全职,不限,工作轻松 单双休 不用出去跑
嵌入式开发工程师,OPPO广东移动通信有限公司,2000人以上,硬件,不需要融资,生产|加工|制造,电子|电器|半导体|仪器仪表,嵌入式软件开发(Linux|单片机|DLC|DSP…),['可穿戴设备'],2020-09-04 08:11:09,深圳,南山区,"['后海', '南油', '科技园']",25k-50k,5-10年,全职,本科,"弹性工作,福利待遇好,奖金丰厚,工作氛围"
java开发工程师（珠海）,广州源创信息科技有限公司,50-150人,"电商,企业服务",不需要融资,开发|测试|运维类,后端开发,Java,"['金融', 'Java']",2020-09-04 08:11:08,珠海,香洲区,,6k-9k,1-3年,全职,本科,个人发展，团队实力
产品经理 B端,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['B端产品', 'SaaS']",2020-09-04 08:11:04,深圳,南山区,"['大冲', '科技园']",25k-45k,5-10年,全职,本科,稳定盈利；自有食堂、班车、办公楼；氛围好
漫画上色助理,钟楼区北港午后漫画设计工作室,少于15人,文娱丨内容,未融资,设计类,原画|美术|特效,其他美术|特效,"['板绘', '2D', '漫画设计']",2020-09-04 08:11:00,常州,钟楼区,,4k-7k,不限,全职,不限,"包住,弹性时间,五险,双休"
网络客服,惠州市腾鑫合润网络信息咨询有限公司,15-50人,电商,不需要融资,运营|编辑|客服类,客服,在线客服,['通信/网络设备'],2020-09-04 08:10:38,惠州,惠城区,['江北'],3k-6k,不限,全职,不限,环境优美，待遇不错，老板和善
客户经理,中国平安人寿保险股份有限公司北京分公司西城西单营销服务部,2000人以上,金融,上市公司,销售类,销售,客户经理,"['客户代表', '市场', '销售代表', '电话销售']",2020-09-04 08:10:38,北京,西城区,['西单'],18k-36k,不限,全职,大专,通过公司的综合金融体系解决客户的金融需求
卡口车辆盘查五险包吃住,河北高路达高速服务区物业服务有限公司,2000人以上,"企业服务,其他",上市公司,生产|加工|制造,技工,普工|操作工,['招聘'],2020-09-04 08:10:36,张家口,桥东区,,4k-6k,不限,全职,不限,五险、包吃住、带薪年假、节假日福利
人事经理,北京佳航华北道路运输有限公司,50-150人,物流丨运输,不需要融资,综合职能|高级管理,人力资源,人事,"['工具软件', '移动互联网', 'HR', '人事', '人力资源']",2020-09-04 08:10:31,北京,丰台区,,12k-18k,不限,全职,不限,高薪诚聘
跨境电商新媒体运营,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,运营|编辑|客服类,运营,新媒体运营,"['海外运营', '跨境电商']",2020-09-04 08:10:22,杭州,,,8k-9k,3-5年,全职,本科,6险1金，节日福利
电话销售,中美联泰大都会人寿保险有限公司上海分公司,500-2000人,金融,上市公司,销售类,销售,电话销售,"['销售顾问', '客户代表']",2020-09-04 08:10:08,上海,浦东新区,['张江'],5k-9k,不限,全职,不限,银行电话沟通  五险一金  不需要外出
健康管理师,广州市天河区龙洞飞儿营养健康管理咨询服务部,150-500人,医疗丨健康,不需要融资,化工|生物|制药|医护,医院|医疗|护理,营养师,"['医疗健康', '教育']",2020-09-04 08:10:04,广州,天河区,,5k-10k,1-3年,全职,大专,弹性工作，出国游，带团队，多次调薪
中国人寿保险金融咨询师 (职位编号：00,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上市公司,金融类,保险,保险业务,"['金融', '保险', '销售', '业务管理']",2020-09-04 08:15:41,上海市,闵行区,,10k-15k,1-3年,全职,本科,【中国人寿，为梦助航！]
java开发工程师（武汉）,广州源创信息科技有限公司,50-150人,"电商,企业服务",不需要融资,开发|测试|运维类,后端开发,Java,"['金融', 'Java', '后端', '数据库', '服务器端']",2020-09-04 08:11:08,武汉,江汉区,,7k-12k,1-3年,全职,本科,个人发展 工作环境
Android应用开发工程师（系统应用方向）,OPPO广东移动通信有限公司,2000人以上,硬件,不需要融资,开发|测试|运维类,移动前端开发,Android,"['可穿戴设备', '智能硬件', '多线程', '性能优化']",2020-09-04 08:11:08,深圳,南山区,"['后海', '南油', '科技园']",20k-40k,3-5年,全职,本科,"弹性工作,福利待遇好,奖金丰厚,工作氛围"
产品经理,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['物流产品', '移动产品/APP']",2020-09-04 08:11:02,深圳,南山区,"['大冲', '科技园']",20k-30k,3-5年,全职,本科,稳定的盈利能力，六险一金，食堂、班车
销售经理,中国平安人寿保险股份有限公司北京分公司西城西单营销服务部,2000人以上,金融,上市公司,销售类,销售,销售专员|助理,"['电话销售', '大客户销售', '销售顾问', '销售']",2020-09-04 08:10:31,北京,西城区,['西单'],15k-30k,不限,全职,大专,通过公司的综合金融体系解决客户的金融需求
跨境电商新媒体运营,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,运营|编辑|客服类,运营,新媒体运营,"['海外运营', '跨境电商']",2020-09-04 08:10:22,杭州,,,8k-9k,3-5年,全职,本科,6险1金，节日福利
电话销售,中美联泰大都会人寿保险有限公司上海分公司,500-2000人,金融,上市公司,销售类,销售,电话销售,"['销售顾问', '客户代表']",2020-09-04 08:10:08,上海,浦东新区,['张江'],5k-9k,不限,全职,不限,银行电话沟通  五险一金  不需要外出
健康管理师,广州市天河区龙洞飞儿营养健康管理咨询服务部,150-500人,医疗丨健康,不需要融资,化工|生物|制药|医护,医院|医疗|护理,营养师,"['医疗健康', '教育']",2020-09-04 08:10:04,广州,天河区,,5k-10k,1-3年,全职,大专,弹性工作，出国游，带团队，多次调薪
深圳—视觉设计师,麦克优艾（北京）信息科技有限公司,15-50人,企业服务,未融资,设计类,视觉,UI,"['企业服务', '银行', 'UI', '视觉', '动画']",2020-09-04 08:09:42,深圳,南山区,,10k-16k,3-5年,全职,本科,弹性工作、气氛活跃、专业指导、年终奖励
java开发工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,开发|测试|运维类,后端开发,Java,['Java'],2020-09-04 08:09:21,广州,天河区,,9k-11k,1-3年,全职,本科,上市企业，双休，年终奖，多次调薪
软件销售（渠道维护）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",A轮,销售类,销售,销售工程师,"['物流', '售前支持', '软件销售', '市场', '技术支持']",2020-09-04 08:09:16,北京,顺义区,,7k-11k,1-3年,全职,本科,多次调薪 十三薪 奖金 全额五险一金
cobol/AS400/mainframe,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",未融资,开发|测试|运维类,后端开发,其他后端开发,"['银行', '保险', '后端']",2020-09-04 08:08:55,广州,越秀区,"['东风东', '东山口']",12k-20k,不限,全职,本科,上市公司\外企氛围\弹性上下班
前端开发工程师,融金汇银科技（北京）有限公司,15-50人,"企业服务,金融",天使轮,开发|测试|运维类,前端开发,WEB前端,"['Vue', '前端开发']",2020-09-04 08:08:54,北京,东城区,,10k-18k,3-5年,全职,大专,五险一金，周末双休，大牛带队
销售经理,盐城金坤节能科技有限公司,15-50人,数据服务,未融资,销售类,销售,销售经理,"['大数据', '工具软件', '销售', '大客户销售', '市场拓展']",2020-09-04 08:08:42,盐城,盐都区,,4k-8k,不限,全职,不限,互联网移动产品 用心做好产品。
人事助理,华轩盛（深圳）电子科技有限公司,150-500人,数据服务、其他,C轮,综合职能|高级管理,人力资源,人事,"['人事', '培训', '绩效考核', '招聘']",2020-09-04 08:08:19,深圳,龙华区,['龙华'],5k-7k,1-3年,全职,大专,周末双休 工作8小时制
产品经理,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['物流产品', '移动产品/APP']",2020-09-04 08:11:02,深圳,南山区,"['大冲', '科技园']",20k-30k,3-5年,全职,本科,稳定的盈利能力，六险一金，食堂、班车
销售经理,中国平安人寿保险股份有限公司北京分公司西城西单营销服务部,2000人以上,金融,上市公司,销售类,销售,销售专员|助理,"['电话销售', '大客户销售', '销售顾问', '销售']",2020-09-04 08:10:31,北京,西城区,['西单'],15k-30k,不限,全职,大专,通过公司的综合金融体系解决客户的金融需求
UX设计师,麦克优艾（北京）信息科技有限公司,15-50人,企业服务,未融资,设计类,交互,交互设计师,"['移动互联网', 'UI', '交互']",2020-09-04 08:09:40,深圳,龙岗区,,12k-20k,1-3年,全职,本科,年终奖励、五险一金
java开发工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,开发|测试|运维类,后端开发,Java,['Java'],2020-09-04 08:09:21,广州,天河区,,9k-11k,1-3年,全职,本科,上市企业，双休，年终奖，多次调薪
软件销售（渠道维护）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",A轮,销售类,销售,销售工程师,"['物流', '售前支持', '软件销售', '市场', '技术支持']",2020-09-04 08:09:16,北京,顺义区,,7k-11k,1-3年,全职,本科,多次调薪 十三薪 奖金 全额五险一金
cobol/AS400/mainframe,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",未融资,开发|测试|运维类,后端开发,其他后端开发,"['银行', '保险', '后端']",2020-09-04 08:08:55,广州,越秀区,"['东风东', '东山口']",12k-20k,不限,全职,本科,上市公司\外企氛围\弹性上下班
前端开发工程师,融金汇银科技（北京）有限公司,15-50人,"企业服务,金融",天使轮,开发|测试|运维类,前端开发,WEB前端,"['Vue', '前端开发']",2020-09-04 08:08:54,北京,东城区,,10k-18k,3-5年,全职,大专,五险一金，周末双休，大牛带队
销售经理,盐城金坤节能科技有限公司,15-50人,数据服务,未融资,销售类,销售,销售经理,"['大数据', '工具软件', '销售', '大客户销售', '市场拓展']",2020-09-04 08:08:42,盐城,盐都区,,4k-8k,不限,全职,不限,互联网移动产品 用心做好产品。
人事助理,华轩盛（深圳）电子科技有限公司,150-500人,数据服务、其他,C轮,综合职能|高级管理,人力资源,人事,"['人事', '培训', '绩效考核', '招聘']",2020-09-04 08:08:19,深圳,龙华区,['龙华'],5k-7k,1-3年,全职,大专,周末双休 工作8小时制
产品运营,上海荟羽科技合伙企业（有限合伙）,150-500人,"软件开发,区块链",不需要融资,运营|编辑|客服类,运营,产品运营,"['本地生活', '运营', '用户增长', '活动策划', '裂变拉新']",2020-09-04 08:08:03,上海,浦东新区,['塘桥'],8k-15k,1-3年,全职,本科,蓝海潜力行业
自媒体运营编辑,深圳极简网络科技有限公司,50-150人,"移动互联网,硬件",B轮,运营|编辑|客服类,运营,新媒体运营,"['内容运营', '新媒体运营', '微信运营', '微博运营']",2020-09-04 08:08:02,深圳,南山区,"['科技园', '大冲']",6k-10k,1-3年,全职,大专,"平台发展好,轻松氛围,周末双休"
Android开发工程师,捷诚晟（大连）科技有限公司,50-150人,软件开发,不需要融资,开发|测试|运维类,移动前端开发,Android,"['电商', '本地生活']",2020-09-04 08:07:48,北京,,,11k-15k,1-3年,全职,不限,福利待遇
平面设计师,上海敏迪信息科技有限公司,15-50人,"移动互联网,社交",未融资,设计类,视觉,平面设计,"['电商', 'App设计', '平面']",2020-09-04 08:07:41,苏州,太仓市,,3k-6k,不限,全职,大专,环境好
图文编辑,北京逆时针网络科技有限责任公司,少于15人,软件开发,未融资,运营|编辑|客服类,编辑,新媒体,"['媒体', '内容', '图片编辑', '编辑', '视频编辑']",2020-09-04 08:07:33,北京,,,5k-10k,不限,全职,本科,职业晋升、薪资晋升、友爱集体
财务实习生,上海然慧财务咨询有限公司,少于15人,不限 其他,不需要融资,综合职能|高级管理,财务,会计,"['出纳', '会计', '财务', '统计']",2020-09-04 08:07:18,上海,虹口区,,1k-2k,应届毕业生,实习,本科,周末双休，法定节假日休假。
UX设计师,麦克优艾（北京）信息科技有限公司,15-50人,企业服务,未融资,设计类,交互,交互设计师,"['移动互联网', 'UI', '交互']",2020-09-04 08:09:40,深圳,龙岗区,,12k-20k,1-3年,全职,本科,年终奖励、五险一金
java,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,开发|测试|运维类,后端开发,Java,"['后端', '软件开发']",2020-09-04 08:09:19,郑州,高新区,,7k-10k,1-3年,全职,本科,"双休,五险一金,年终奖,季度奖"
java开发（初级）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",A轮,开发|测试|运维类,后端开发,Java,"['Java', 'JS', 'MySQL', 'J2EE']",2020-09-04 08:09:16,北京,顺义区,,8k-15k,不限,全职,本科,全额缴纳五险一金，发展前景好
java开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",未融资,开发|测试|运维类,后端开发,Java,['Java'],2020-09-04 08:08:55,广州,天河区,"['五山', '天河北']",12k-24k,3-5年,全职,本科,上市公司\外企氛围\弹性上下班
andriod开发工程师,盐城金坤节能科技有限公司,15-50人,数据服务,未融资,开发|测试|运维类,移动前端开发,Android,"['大数据', '工具软件', '移动端', 'Android', '混合开发', 'Flutter']",2020-09-04 08:08:24,盐城,盐都区,,7k-10k,1-3年,全职,本科,移动端开发，做一款好产品。
储备干部,华轩盛（深圳）电子科技有限公司,150-500人,数据服务、其他,C轮,公务员|其他,储备干部|培训生|实习生,储备干部,"['医疗健康', '互联网金融']",2020-09-04 08:08:17,深圳,龙华区,['龙华'],7k-12k,1-3年,全职,大专,周末双休 工作八小时制  不加班
Android开发工程师,捷诚晟（大连）科技有限公司,50-150人,软件开发,不需要融资,开发|测试|运维类,移动前端开发,Android,"['电商', '本地生活']",2020-09-04 08:07:48,北京,,,11k-15k,1-3年,全职,不限,福利待遇
平面设计师,上海敏迪信息科技有限公司,15-50人,"移动互联网,社交",未融资,设计类,视觉,平面设计,"['电商', 'App设计', '平面']",2020-09-04 08:07:41,苏州,太仓市,,3k-6k,不限,全职,大专,环境好
图文编辑,北京逆时针网络科技有限责任公司,少于15人,软件开发,未融资,运营|编辑|客服类,编辑,新媒体,"['媒体', '内容', '图片编辑', '编辑', '视频编辑']",2020-09-04 08:07:33,北京,,,5k-10k,不限,全职,本科,职业晋升、薪资晋升、友爱集体
财务实习生,上海然慧财务咨询有限公司,少于15人,不限 其他,不需要融资,综合职能|高级管理,财务,会计,"['出纳', '会计', '财务', '统计']",2020-09-04 08:07:18,上海,虹口区,,1k-2k,应届毕业生,实习,本科,周末双休，法定节假日休假。
销售顾问,中国人寿保险股份有限公司广州市分公司第二十一营销服务部,2000人以上,"金融,医疗丨健康",上市公司,销售类,销售,销售顾问,"['营销', '市场', '市场拓展']",2020-09-04 08:07:08,广州,黄埔区,"['大沙', '文冲', '红山']",6k-12k,应届毕业生,全职,不限,高提成，氛围好，旅游多
Java开发工程师,山东深度网络科技有限公司,150-500人,金融,B轮,开发|测试|运维类,后端开发,Java,"['互联网金融', 'Java', 'MySQL', '后端']",2020-09-04 08:07:01,杭州,滨江区,,15k-30k,5-10年,全职,本科,票据行业龙头企业，快速发展期，未来可期
总装工,安徽九木科技有限责任公司,15-50人,通讯电子,未融资,生产|加工|制造,技工,普工|操作工,[],2020-09-04 08:06:39,合肥,蜀山区,,4k-6k,不限,全职,不限,长白班买五险包吃
销售专员,合肥平安好医医院有限公司,2000人以上,"金融,医疗丨健康",未融资,销售类,销售,销售专员|助理,"['区域销售', '商务渠道', '商务拓展', '销售顾问']",2020-09-04 08:06:30,合肥,包河区,,10k-12k,3-5年,全职,大专,只要肯努力，未来无限可能
用户端产品经理,携程计算机技术（上海）有限公司,2000人以上,旅游,上市公司,产品|需求|项目类,产品经理,产品经理,"['移动产品/APP', 'C端产品', 'B端产品', '项目管理']",2020-09-04 08:06:23,上海,,,20k-40k,3-5年,全职,本科,在大厂从基础较差的情况下做起，空间大
java,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,开发|测试|运维类,后端开发,Java,"['后端', '软件开发']",2020-09-04 08:09:19,郑州,高新区,,7k-10k,1-3年,全职,本科,"双休,五险一金,年终奖,季度奖"
java开发（初级）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",A轮,开发|测试|运维类,后端开发,Java,"['Java', 'JS', 'MySQL', 'J2EE']",2020-09-04 08:09:16,北京,顺义区,,8k-15k,不限,全职,本科,全额缴纳五险一金，发展前景好
java开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",未融资,开发|测试|运维类,后端开发,Java,['Java'],2020-09-04 08:08:55,广州,天河区,"['五山', '天河北']",12k-24k,3-5年,全职,本科,上市公司\外企氛围\弹性上下班
andriod开发工程师,盐城金坤节能科技有限公司,15-50人,数据服务,未融资,开发|测试|运维类,移动前端开发,Android,"['大数据', '工具软件', '移动端', 'Android', '混合开发', 'Flutter']",2020-09-04 08:08:24,盐城,盐都区,,7k-10k,1-3年,全职,本科,移动端开发，做一款好产品。
储备干部,华轩盛（深圳）电子科技有限公司,150-500人,数据服务、其他,C轮,公务员|其他,储备干部|培训生|实习生,储备干部,"['医疗健康', '互联网金融']",2020-09-04 08:08:17,深圳,龙华区,['龙华'],7k-12k,1-3年,全职,大专,周末双休 工作八小时制  不加班
平面设计师实习,上海敏迪信息科技有限公司,15-50人,"移动互联网,社交",未融资,设计类,视觉,平面设计,"['社交', '移动互联网', 'UX', '交互', 'App设计', '网页设计']",2020-09-04 08:07:41,上海,宝山区,,2k-4k,应届毕业生,实习,本科,地铁0距离
财务会计,上海然慧财务咨询有限公司,少于15人,不限 其他,不需要融资,综合职能|高级管理,财务,会计,"['会计', '总账']",2020-09-04 08:07:16,上海,虹口区,,5k-6k,3-5年,全职,本科,周末双休，法定节假日休假。
中国人寿品牌宣传专员,中国人寿保险股份有限公司广州市分公司第二十一营销服务部,2000人以上,"金融,医疗丨健康",上市公司,市场|商务类,品牌|广告,品牌专员,"['广告营销', '品牌传播/推广']",2020-09-04 08:07:07,广州,黄埔区,"['大沙', '文冲', '红山']",5k-10k,应届毕业生,全职,不限,高提成，氛围好，旅游多
Java开发工程师,山东深度网络科技有限公司,150-500人,金融,B轮,开发|测试|运维类,后端开发,Java,"['互联网金融', 'Java', 'MySQL', '后端']",2020-09-04 08:07:01,杭州,滨江区,,15k-30k,5-10年,全职,本科,票据行业龙头企业，快速发展期，未来可期
总装工,安徽九木科技有限责任公司,15-50人,通讯电子,未融资,生产|加工|制造,技工,普工|操作工,[],2020-09-04 08:06:39,合肥,蜀山区,,4k-6k,不限,全职,不限,长白班买五险包吃
