positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,开发|测试|运维类,后端开发,Java,"['分布式', 'Java', 'Python', 'Shell']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,3-5年,全职,本科,福利待遇
新媒体运营,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,运营|编辑|客服类,运营,新媒体运营,"['APP推广', 'APP运营', 'C端用户运营']",2020-09-02 19:53:11,深圳,南山区,,10k-20k,3-5年,全职,本科,平台大，薪资福利待遇佳
法务主管（涉外）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,高端综合职能职位,法务主管,[],2020-09-02 19:53:11,深圳,南山区,,12k-18k,3-5年,全职,本科,上市公司
高级产品经理(商户服务),深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,产品|需求|项目类,产品经理,产品经理,"['产品设计', '产品策划', '需求分析']",2020-09-02 19:53:11,深圳,南山区,"['深圳湾', '大冲', '科技园']",20k-35k,5-10年,全职,本科,福利好；氛围好；领导好
文控专员,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,行政,其他行政,"['文员', '档案', '行政']",2020-09-02 19:53:11,深圳,南山区,"['深圳湾', '大冲', '科技园']",6k-8k,1-3年,全职,大专,"发展空间大,工作氛围好,上市公司"
组织发展主管/经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,人力资源,组织发展（OD）,"['HR', 'HRBP', '绩效管理', '组织发展（OD）']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,3-5年,全职,本科,上市公司
AI算法工程师（计算机视觉）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,开发|测试|运维类,人工智能,机器视觉,['深度学习'],2020-09-02 19:53:11,深圳,南山区,,20k-40k,1-3年,全职,硕士,职业发展，带薪年假
APP渠道推广经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,运营|编辑|客服类,运营,网络推广,"['裂变拉新', '种子用户运营', 'C端用户运营', '运营']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,1-3年,全职,本科,团队实力，发展前景
档案管理员 (MJ000030),深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,行政,行政,"['档案', '行政']",2020-09-02 19:53:11,深圳,南山区,,10k-15k,3-5年,全职,本科,上市公司平台，双休
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,天使轮,开发|测试|运维类,前端开发,WEB前端,"['React', 'Web前端', '前端开发']",2020-09-02 19:53:09,北京,海淀区,,15k-25k,3-5年,全职,本科,前沿技术 新锐产品 大牛指导 薪资优渥
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,上市公司,综合职能|高级管理,人力资源,其他人力资源,['招聘'],2020-09-02 19:53:08,北京,朝阳区,,20k-40k,5-10年,全职,本科,核心业务
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,天使轮,开发|测试|运维类,前端开发,WEB前端,"['React', 'Web前端', '前端开发']",2020-09-02 19:53:09,北京,海淀区,,15k-25k,3-5年,全职,本科,前沿技术 新锐产品 大牛指导 薪资优渥
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,上市公司,综合职能|高级管理,人力资源,其他人力资源,['招聘'],2020-09-02 19:53:08,北京,朝阳区,,20k-40k,5-10年,全职,本科,核心业务
中级运维工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",不需要融资,开发|测试|运维类,运维,运维工程师,"['Shell', 'Linux', 'MySQL']",2020-09-02 19:53:56,上海,静安区,,10k-16k,1-3年,全职,本科,东吴证券外派运维
行政助理兼前台,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,综合职能|高级管理,行政,助理,"['物流', '大数据', '前台', '文员', '行政']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",5k-7k,不限,全职,大专,千人规模、食堂健身房、成长空间大
产品经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['物流', '大数据', '产品策划', '产品设计']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",15k-25k,3-5年,全职,本科,千人规模、食堂健身房、成长空间大
战略经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,商业服务|专业服务,咨询|调研,咨询经理,"['大数据', '物流']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",15k-25k,3-5年,全职,本科,晋升空间大、行业头部企业
运营专员（偏产品运营）,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,运营|编辑|客服类,运营,运营,"['大数据', '云计算', '产品运营', '用户运营', '活动运营', 'APP运营']",2020-09-02 19:53:38,北京,海淀区,,6k-10k,应届毕业生,全职,本科,千人规模、食堂健身房、成长空间大
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",上市公司,开发|测试|运维类,移动前端开发,HTML5,['移动端'],2020-09-02 19:52:58,广州,海珠区,,12k-15k,3-5年,全职,大专,有年终奖，加班少
android开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",上市公司,开发|测试|运维类,移动前端开发,Android,['Android'],2020-09-02 19:52:58,广州,天河区,,15k-30k,3-5年,全职,本科,年终奖、绩效奖金、周末双倍加班工资
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,市场|商务类,市场|营销,其他市场|营销,"['营销', '数字营销', '社会化营销', '整合营销', '互相营销']",2020-09-02 19:52:33,厦门,思明区,,12k-24k,不限,全职,本科,"团队氛围好,晋升空间大,薪资优厚"
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,市场|商务类,市场|营销,其他市场|营销,"['营销', '数字营销', '社会化营销', '整合营销', '互相营销']",2020-09-02 19:52:31,福州,台江区,,12k-24k,不限,全职,本科,"团队氛围好,晋升空间大,薪资优厚"
大客户广告销售顾问-婚纱摄影行业,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,销售类,销售,销售专员|助理,['移动互联网'],2020-09-02 19:52:30,福州,台江区,,10k-20k,不限,全职,大专,"六险一金,餐补,租房补贴,下午茶"
智能服务高级经理/专家,唯品会（中国）有限公司,2000人以上,电商,上市公司,产品|需求|项目类,产品经理,产品经理,"['电商', '移动互联网', '产品设计', '需求分析']",2020-09-02 19:52:19,广州,荔湾区,['花地湾'],18k-36k,3-5年,全职,本科,股票期权 包三餐 七险一金
流程管理师,唯品会（中国）有限公司,2000人以上,电商,上市公司,运营|编辑|客服类,其他运营职位,其他运营职位,['电商'],2020-09-02 19:52:19,广州,荔湾区,['花地湾'],9k-14k,3-5年,全职,本科,包三餐、免费巴士、七险一金，大平台
产品经理（电商客服系统）,唯品会（中国）有限公司,2000人以上,电商,上市公司,产品|需求|项目类,产品经理,产品经理,"['电商', '需求分析']",2020-09-02 19:52:19,广州,荔湾区,['花地湾'],20k-40k,3-5年,全职,本科,股票期权 包三餐 七险一金 健身房
高级java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,开发|测试|运维类,后端开发,Java,"['分布式', 'Java', 'Python', 'Shell']",2020-09-02 19:53:11,深圳,南山区,,20k-30k,5-10年,全职,本科,福利待遇
java开发工程师,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,开发|测试|运维类,后端开发,Java,"['分布式', 'Java', 'Python', 'Shell']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,3-5年,全职,本科,福利待遇
新媒体运营,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,运营|编辑|客服类,运营,新媒体运营,"['APP推广', 'APP运营', 'C端用户运营']",2020-09-02 19:53:11,深圳,南山区,,10k-20k,3-5年,全职,本科,平台大，薪资福利待遇佳
法务主管（涉外）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,高端综合职能职位,法务主管,[],2020-09-02 19:53:11,深圳,南山区,,12k-18k,3-5年,全职,本科,上市公司
高级产品经理(商户服务),深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,产品|需求|项目类,产品经理,产品经理,"['产品设计', '产品策划', '需求分析']",2020-09-02 19:53:11,深圳,南山区,"['深圳湾', '大冲', '科技园']",20k-35k,5-10年,全职,本科,福利好；氛围好；领导好
文控专员,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,行政,其他行政,"['文员', '档案', '行政']",2020-09-02 19:53:11,深圳,南山区,"['深圳湾', '大冲', '科技园']",6k-8k,1-3年,全职,大专,"发展空间大,工作氛围好,上市公司"
组织发展主管/经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,人力资源,组织发展（OD）,"['HR', 'HRBP', '绩效管理', '组织发展（OD）']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,3-5年,全职,本科,上市公司
AI算法工程师（计算机视觉）,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,开发|测试|运维类,人工智能,机器视觉,['深度学习'],2020-09-02 19:53:11,深圳,南山区,,20k-40k,1-3年,全职,硕士,职业发展，带薪年假
APP渠道推广经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,运营|编辑|客服类,运营,网络推广,"['裂变拉新', '种子用户运营', 'C端用户运营', '运营']",2020-09-02 19:53:11,深圳,南山区,,15k-25k,1-3年,全职,本科,团队实力，发展前景
档案管理员 (MJ000030),深圳市新国都股份有限公司,2000人以上,"金融,硬件",上市公司,综合职能|高级管理,行政,行政,"['档案', '行政']",2020-09-02 19:53:11,深圳,南山区,,10k-15k,3-5年,全职,本科,上市公司平台，双休
web前端开发工程师,北京人机意科技有限公司,50-150人,硬件,天使轮,开发|测试|运维类,前端开发,WEB前端,"['React', 'Web前端', '前端开发']",2020-09-02 19:53:09,北京,海淀区,,15k-25k,3-5年,全职,本科,前沿技术 新锐产品 大牛指导 薪资优渥
招聘顾问,北京三快在线科技有限公司,2000人以上,消费生活,上市公司,综合职能|高级管理,人力资源,其他人力资源,['招聘'],2020-09-02 19:53:08,北京,朝阳区,,20k-40k,5-10年,全职,本科,核心业务
项目申报,上海及未科技有限公司,150-500人,"移动互联网,金融",不需要融资,市场|商务类,媒介|公关,政府关系,"['大数据', '移动互联网']",2020-09-02 19:51:50,上海,徐汇区,,10k-16k,3-5年,全职,本科,朝九晚六，周末双休，教育行业，无限发挥！
高级产品经理 SDK,上海娱公信息科技有限公司,150-500人,"游戏,社交",D轮及以上,产品|需求|项目类,产品经理,产品经理,['游戏'],2020-09-02 19:54:24,上海,徐汇区,['虹梅路'],25k-50k,3-5年,全职,本科,薪资福利、发展前景、 2-6个月年终奖
视频设计师,上海娱公信息科技有限公司,150-500人,"游戏,社交",D轮及以上,设计类,原画|美术|特效,视频,"['游戏', '视频', '后期', '多媒体']",2020-09-02 19:54:21,上海,徐汇区,['虹梅路'],8k-15k,1-3年,全职,大专,薪资福利、发展前景、 2-6个月年终奖
品牌经理,上海娱公信息科技有限公司,150-500人,"游戏,社交",D轮及以上,产品|需求|项目类,产品经理,产品经理,"['游戏', '社交', '产品策划', '产品设计']",2020-09-02 19:54:18,上海,徐汇区,['虹梅路'],15k-30k,3-5年,全职,大专,薪资福利、发展前景、 2-6个月年终奖
【2021届秋招】算法工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,数据开发,反作弊算法,['算法工程师'],2020-09-02 19:54:17,广州,天河区,"['猎德', '珠江新城', '沙河']",18k-30k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】基础架构研发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,后端开发,C|C++,"['C++', 'C', 'Python', 'Java']",2020-09-02 19:54:17,北京,朝阳区,['望京'],18k-30k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】产品运营（北京）,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,运营|编辑|客服类,运营,产品运营,"['广告营销', '移动互联网', '产品运营']",2020-09-02 19:54:17,北京,朝阳区,,8k-12k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】产品运营（广州）,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,运营|编辑|客服类,运营,产品运营,"['广告营销', '移动互联网']",2020-09-02 19:54:17,广州,天河区,"['猎德', '珠江新城', '沙河']",7k-10k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】前端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,前端开发,JavaScript,"['前端开发', 'HTML', 'Javascript']",2020-09-02 19:54:17,广州,天河区,"['猎德', '珠江新城', '沙河']",10k-15k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】Go后端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,后端开发,GO|Golang,"['Java', 'PHP', 'Golang']",2020-09-02 19:54:17,广州,天河区,"['猎德', '珠江新城', '沙河']",15k-18k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】后端开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,后端开发,C|C++,"['C++', 'Golang', 'Java', 'PHP']",2020-09-02 19:54:17,北京,朝阳区,['望京'],17k-22k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
【2021届秋招】Java/PHP开发工程师,广州汇量信息科技有限公司,500-2000人,广告营销,上市公司,开发|测试|运维类,后端开发,Java,"['Java', 'C++']",2020-09-02 19:54:17,广州,天河区,"['猎德', '珠江新城', '沙河']",15k-18k,应届毕业生,全职,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
游戏视频设计师,上海娱公信息科技有限公司,150-500人,"游戏,社交",D轮及以上,设计类,原画|美术|特效,视频,"['视频', '后期', '多媒体']",2020-09-02 19:54:15,上海,徐汇区,['虹梅路'],10k-18k,3-5年,全职,本科,薪资福利、发展前景、 2-6个月年终奖
行政助理兼前台,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,综合职能|高级管理,行政,助理,"['物流', '大数据', '前台', '文员', '行政']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",5k-7k,不限,全职,大专,千人规模、食堂健身房、成长空间大
产品经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,产品|需求|项目类,产品经理,产品经理,"['物流', '大数据', '产品策划', '产品设计']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",15k-25k,3-5年,全职,本科,千人规模、食堂健身房、成长空间大
战略经理,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,商业服务|专业服务,咨询|调研,咨询经理,"['大数据', '物流']",2020-09-02 19:53:39,北京,海淀区,"['西二旗', '西北旺', '上地']",15k-25k,3-5年,全职,本科,晋升空间大、行业头部企业
运营专员（偏产品运营）,北京中交兴路信息科技有限公司,500-2000人,"消费生活,移动互联网",A轮,运营|编辑|客服类,运营,运营,"['大数据', '云计算', '产品运营', '用户运营', '活动运营', 'APP运营']",2020-09-02 19:53:38,北京,海淀区,,6k-10k,应届毕业生,全职,本科,千人规模、食堂健身房、成长空间大
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",上市公司,开发|测试|运维类,移动前端开发,HTML5,['移动端'],2020-09-02 19:52:58,广州,海珠区,,12k-15k,3-5年,全职,大专,有年终奖，加班少
h5前端开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",上市公司,开发|测试|运维类,移动前端开发,HTML5,['移动端'],2020-09-02 19:52:58,广州,海珠区,,12k-15k,3-5年,全职,大专,有年终奖，加班少
android开发工程师,拓维信息系统股份有限公司,2000人以上,"移动互联网,教育",上市公司,开发|测试|运维类,移动前端开发,Android,['Android'],2020-09-02 19:52:58,广州,天河区,,15k-30k,3-5年,全职,本科,年终奖、绩效奖金、周末双倍加班工资
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,市场|商务类,市场|营销,其他市场|营销,"['营销', '数字营销', '社会化营销', '整合营销', '互相营销']",2020-09-02 19:52:33,厦门,思明区,,12k-24k,不限,全职,本科,"团队氛围好,晋升空间大,薪资优厚"
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,市场|商务类,市场|营销,其他市场|营销,"['营销', '数字营销', '社会化营销', '整合营销', '互相营销']",2020-09-02 19:52:31,福州,台江区,,12k-24k,不限,全职,本科,"团队氛围好,晋升空间大,薪资优厚"
大客户广告销售顾问-婚纱摄影行业,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,销售类,销售,销售专员|助理,['移动互联网'],2020-09-02 19:52:30,福州,台江区,,10k-20k,不限,全职,大专,"六险一金,餐补,租房补贴,下午茶"
智能服务高级经理/专家,唯品会（中国）有限公司,2000人以上,电商,上市公司,产品|需求|项目类,产品经理,产品经理,"['电商', '移动互联网', '产品设计', '需求分析']",2020-09-02 19:52:19,广州,荔湾区,['花地湾'],18k-36k,3-5年,全职,本科,股票期权 包三餐 七险一金
流程管理师,唯品会（中国）有限公司,2000人以上,电商,上市公司,运营|编辑|客服类,其他运营职位,其他运营职位,['电商'],2020-09-02 19:52:19,广州,荔湾区,['花地湾'],9k-14k,3-5年,全职,本科,包三餐、免费巴士、七险一金，大平台
产品经理（电商客服系统）,唯品会（中国）有限公司,2000人以上,电商,上市公司,产品|需求|项目类,产品经理,产品经理,"['电商', '需求分析']",2020-09-02 19:52:19,广州,荔湾区,['花地湾'],20k-40k,3-5年,全职,本科,股票期权 包三餐 七险一金 健身房
投诉处理顾问(025084),唯品会（中国）有限公司,2000人以上,电商,上市公司,运营|编辑|客服类,高端运营|编辑|客服类,客服主管,"['移动互联网', '电商']",2020-09-02 19:52:19,广州,荔湾区,,8k-16k,3-5年,全职,本科,免费三餐、免费包车、七险一金、股票期权
高级数据分析师,唯品会（中国）有限公司,2000人以上,电商,上市公司,开发|测试|运维类,数据开发,数据分析,['电商'],2020-09-02 19:52:19,广州,荔湾区,['芳村'],12k-24k,3-5年,全职,本科,股票期权 周末双休 包三餐 免息住房贷款
培训主管（客服业务培训）,唯品会（中国）有限公司,2000人以上,电商,上市公司,教育|培训,培训,培训讲师,['电商'],2020-09-02 19:52:19,广州,荔湾区,['芳村'],7k-14k,3-5年,全职,大专,包三餐；健身房；五险一金；唯品大学；年假多
bi工程师,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,开发|测试|运维类,数据开发,BI工程师,"['ETL', 'MySQL']",2020-09-02 19:51:58,上海,浦东新区,,10k-15k,1-3年,全职,大专,非传统型的大数据团队
爬虫实习生,广州市藏星网络科技有限公司,50-150人,教育,天使轮,开发|测试|运维类,数据开发,爬虫,['Python'],2020-09-02 19:51:57,广州,海珠区,,3k-4k,应届毕业生,全职,本科,周末双休 零食下午茶 办公环境优美
中高级java开发工程师（电商项目-高并发）,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,开发|测试|运维类,后端开发,Java,"['电商', 'Java']",2020-09-02 19:51:55,深圳,南山区,,12k-20k,1-3年,全职,本科,微服务框架 电商项目 2000万+用户量
etl开发工程师,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,开发|测试|运维类,数据开发,ETL,"['ETL', '数据仓库']",2020-09-02 19:51:53,上海,浦东新区,,12k-18k,1-3年,全职,本科,非传统型的大数据团队
etl开发工程师,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,开发|测试|运维类,数据开发,ETL,"['ETL', '数据仓库']",2020-09-02 19:51:53,上海,浦东新区,,12k-18k,1-3年,全职,本科,非传统型的大数据团队
软件销售经理,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,销售类,销售,销售经理,"['销售', '软件销售']",2020-09-02 19:51:51,上海,闵行区,,5k-10k,1-3年,全职,大专,扁平化管理 老板nice 高额回报
运营类实习生,广州市藏星网络科技有限公司,50-150人,教育,天使轮,运营|编辑|客服类,运营,运营,['内容运营'],2020-09-02 19:51:46,广州,海珠区,,2k-3k,应届毕业生,实习,不限,优雅上班环境 五险一金 周末双休
web前端开发工程师,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,开发|测试|运维类,前端开发,WEB前端,"['电商', '前端开发', 'Web前端']",2020-09-02 19:51:46,上海,闵行区,,8k-12k,1-3年,全职,本科,扁平化管理 氛围轻松 晋升空间
市场专员,纬历信息技术（上海）有限公司,50-150人,"移动互联网,数据服务",不需要融资,市场|商务类,市场|营销,市场营销,"['市场', '文案策划']",2020-09-02 19:51:43,上海,闵行区,,10k-15k,1-3年,全职,本科,扁平化管理 轻松氛围 晋升空间
项目经理,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",不需要融资,产品|需求|项目类,项目管理,项目经理,['项目管理'],2020-09-02 19:51:25,北京,朝阳区,"['大望路', '红庙', '京广桥']",10k-15k,3-5年,全职,本科,五险一金；补充医疗；带薪年假；大牛团队
网络安全研发工程师,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",不需要融资,开发|测试|运维类,运维,网络安全,"['系统安全运维', '网络安全运维']",2020-09-02 19:51:25,北京,朝阳区,"['大望路', '红庙', '京广桥']",20k-30k,5-10年,全职,本科,"五险一金,补充医疗,带薪年假,大牛团队"
销售经理（区块链业务方向）,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",不需要融资,销售类,销售,销售经理,['销售'],2020-09-02 19:51:25,北京,朝阳区,"['大望路', '红庙', '京广桥']",6k-10k,3-5年,全职,大专,"五险一金,补充医疗,带薪年假,大牛团队"
java高级开发工程师,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",不需要融资,开发|测试|运维类,后端开发,Java,['Java'],2020-09-02 19:51:25,北京,朝阳区,"['大望路', '红庙', '京广桥']",15k-25k,3-5年,全职,本科,五险一金；补充医疗；年终奖
