positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
Senior HRBP,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,综合职能|高级管理,人力资源,HRBP,"['HR', 'HRBP', '人力资源']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",18k-35k,5-10年,全职,本科,腾讯系上市公司，券商行业领头羊
投资理财经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售,客户经理,['客户代表'],2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",10k-20k,1-3年,全职,大专,福利待遇佳，腾讯系，发展前景好
Windows PC 客户端开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,移动前端开发,其他前端开发,"['C/C++', 'Windows Phone']",2020-09-02 16:03:44,深圳,南山区,,15k-30k,3-5年,全职,本科,腾讯系上市公司，券商行业领头羊
高级社区运营经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,社区运营,"['社群运营', '内容运营', '社区运营', '用户运营']",2020-09-02 16:03:44,深圳,南山区,,15k-30k,3-5年,全职,本科,腾讯系上市公司，券商行业领头羊
华北商务拓展,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售管理,商务主管,[],2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",15k-30k,3-5年,全职,不限,发展前景、团队氛围
证券后台产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,金融产品经理,"['后台', '产品设计', '产品策划', '后台产品']",2020-09-02 16:03:44,深圳,南山区,,14k-28k,1-3年,全职,本科,"腾讯系团队,扁平管理,六险一金"
平台业务商务经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,市场|商务类,高端市场|商务类,市场商务经理,['市场管理'],2020-09-02 16:03:44,深圳,南山区,,13k-25k,不限,全职,本科,"腾讯系团队,扁平管理,六险一金"
金融产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,金融产品经理,"['后台产品', '产品策划', '产品设计', '需求分析']",2020-09-02 16:03:44,深圳,南山区,,14k-28k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
To B 业务商务支持,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,运营,['商务'],2020-09-02 16:03:44,深圳,南山区,,12k-24k,不限,全职,不限,腾讯系 平台大 业务发展好 双休
【2021届秋招】中台运营（TO B）,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,运营,['运营'],2020-09-02 16:03:44,深圳,南山区,,8k-15k,应届毕业生,全职,本科,腾讯系
资讯与社区-Python后台开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,Python,['后端'],2020-09-02 16:03:44,深圳,南山区,,15k-30k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
【2021届秋招】客户经理（上海）,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售,销售专员|助理,"['销售', '客户代表']",2020-09-02 16:03:44,深圳,南山区,['南山区'],6k-12k,应届毕业生,全职,本科,腾讯系
证券业务后台开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,后端开发,['服务器端'],2020-09-02 16:03:44,深圳,南山区,,15k-30k,1-3年,全职,本科,"腾讯系团队,扁平管理,六险一金"
海外社区运营实习生,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,社区运营,['社区运营'],2020-09-02 16:03:44,深圳,南山区,['南山区'],3k-4k,应届毕业生,实习,本科,腾讯系上市企业、bat团队、导师制
社区企业运营经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,社区运营,[],2020-09-02 16:03:44,深圳,南山区,['南山区'],15k-25k,1-3年,全职,本科,腾讯系上市企业、bat团队、导师制
银行业务后台开发工程师-Python,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,C|C++,['Python'],2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",14k-28k,1-3年,全职,本科,发展空间大 核心岗位 团队技术好
大数据平台建设,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,数据开发,其他数据开发,"['Hive', 'Hadoop', 'Spark', 'Flink']",2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",15k-30k,不限,全职,不限,"腾讯系团队,扁平管理,六险一金"
高级财经运营,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,内容运营,['运营'],2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",15k-30k,不限,全职,不限,"腾讯系团队,扁平管理,六险一金"
售后客服,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,客服,客服,['客服'],2020-09-02 16:03:44,北京,朝阳区,"['燕莎', '麦子店', '亮马桥']",6k-10k,不限,全职,大专,腾讯系，前景好
基础架构Web前端开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,前端开发,WEB前端,['前端开发'],2020-09-02 16:03:44,深圳,南山区,,14k-28k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
Android开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,移动前端开发,Android,"['Android', '移动端']",2020-09-02 16:03:44,深圳,南山区,,16k-32k,1-3年,全职,本科,"腾讯系团队,扁平管理,六险一金"
资产及结算系统开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,C|C++,"['后端', '服务器端']",2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",15k-30k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
财经内容运营,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,内容运营,"['运营', '内容运营']",2020-09-02 16:03:44,深圳,南山区,,9k-18k,3-5年,全职,本科,"腾讯系团队,扁平管理,六险一金"
高级法律顾问,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,综合职能|高级管理,法务,法律顾问,"['律师', '法务', '知识产权']",2020-09-02 16:03:44,深圳,南山区,,15k-25k,3-5年,全职,本科,"腾讯系团队,扁平管理,六险一金"
c/c++后台开发,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,C|C++,"['后端', 'C', 'C++']",2020-09-02 16:03:44,深圳,南山区,,15k-30k,3-5年,全职,本科,"腾讯系团队,扁平管理,六险一金"
客户经理（广州）,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售,客户经理,"['客户代表', '市场拓展']",2020-09-02 16:03:44,广州,天河区,,10k-15k,不限,全职,大专,腾讯系，前景好
产品社区运营实习生,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,社区运营,"['运营', '内容审核']",2020-09-02 16:03:44,深圳,南山区,['南山区'],3k-4k,应届毕业生,实习,本科,腾讯系上市企业、bat团队、导师制
产品社区治理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,审核,内容审核,['内容审核'],2020-09-02 16:03:44,深圳,南山区,['南山区'],6k-12k,1-3年,全职,本科,腾讯系上市企业、bat团队、导师制
薪酬绩效经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,综合职能|高级管理,人力资源,薪酬福利,"['绩效管理', '薪酬福利', '绩效考核']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",15k-30k,5-10年,全职,本科,腾讯系上市公司，行业领头羊，BAT团队
【2021届秋招】客户经理（广州）,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售,销售经理,"['销售', '客户代表']",2020-09-02 16:03:44,深圳,南山区,['南山区'],6k-12k,应届毕业生,全职,本科,腾讯系
资讯与社区-c/c++后台开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,C|C++,"['后端', '服务器端']",2020-09-02 16:03:44,深圳,南山区,,15k-30k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
交易产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,金融产品经理,"['产品策划', '金融', '功能产品', '后台']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",14k-28k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
交易产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,金融产品经理,"['产品策划', '金融', '功能产品', '后台']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",14k-28k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
GR（政府关系）,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,市场|商务类,媒介|公关,政府关系,['政府关系（GR）'],2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",20k-40k,3-5年,全职,不限,发展前景
后台开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,Python,"['Python', 'C', 'Java']",2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",14k-28k,3-5年,全职,本科,腾讯系团队，核心业务
品牌设计师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,设计类,视觉,视觉设计,"['视觉', '品牌设计']",2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",20k-30k,3-5年,全职,不限,发展前景、团队实力
视觉设计实习生,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,设计类,视觉,视觉设计,['UI'],2020-09-02 16:03:44,深圳,南山区,['南山区'],3k-5k,应届毕业生,全职,本科,发展前景、团队氛围
金融算法分析师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,数据开发,机器学习,"['MySQL', 'Python']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",15k-28k,1-3年,全职,硕士,腾讯系上市企业、bat团队、导师制
数据质量处理员,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,数据开发,数据治理,[],2020-09-02 16:03:44,深圳,南山区,['南山区'],12k-24k,1-3年,全职,本科,腾讯系上市企业、bat团队、导师制
内部控制分析师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,金融类,互联网金融,审计,['互联网金融'],2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",10k-20k,3-5年,全职,不限,团队成员背景优异
社区运营,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,社区运营,[],2020-09-02 16:03:44,深圳,南山区,['南山区'],3k-4k,应届毕业生,实习,本科,腾讯系上市企业、bat团队、导师制
品牌视觉设计师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,设计类,视觉,视觉设计,['视觉'],2020-09-02 16:03:44,深圳,南山区,,14k-22k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
运营开发Web前端开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,移动前端开发,WEB前端,"['前端开发', 'HTML', 'CSS']",2020-09-02 16:03:44,深圳,南山区,"['科技园', '西丽', '大冲']",14k-28k,1-3年,全职,不限,"腾讯系团队,扁平管理,六险一金"
金融策略模型分析师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,数据开发,建模,[],2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",15k-25k,1-3年,全职,硕士,腾讯系上市企业、bat团队、导师制
内容运营实习生,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,运营,内容运营,"['运营', '内容运营']",2020-09-02 16:03:44,深圳,南山区,"['大冲', '科技园']",3k-5k,应届毕业生,全职,不限,"腾讯系团队,扁平管理,六险一金"
美股内容运营,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,运营|编辑|客服类,编辑,记者,"['编辑', '主编']",2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",10k-18k,1-3年,全职,本科,美股上市企业
用户增长产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,用户产品经理,"['用户研究', '用户增长']",2020-09-02 16:03:43,深圳,南山区,['南山区'],15k-30k,1-3年,全职,不限,发展前景、团队氛围
用户增长与数据PHP开发工程师,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,开发|测试|运维类,后端开发,PHP,"['PHP', 'C++', '后端']",2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",14k-28k,1-3年,全职,本科,腾讯系 金融科技
用户增长产品实习生,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,增长产品经理,['用户增长'],2020-09-02 16:03:43,深圳,南山区,['南山区'],3k-5k,应届毕业生,全职,本科,发展前景、团队氛围
服务及基础产品经理,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,产品经理,产品经理,"['产品策划', '后台产品']",2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",15k-25k,1-3年,全职,本科,腾讯系 金融产品
综合财务岗,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,综合职能|高级管理,财务,财务,['财务'],2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",8k-15k,1-3年,全职,不限,美股上市企业，快速发展
TO B中台运营,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,产品|需求|项目类,数据分析,业务运营,"['金融', '商业', '数据分析', '数据运营']",2020-09-02 16:03:43,北京,朝阳区,"['燕莎', '麦子店', '亮马桥']",15k-30k,1-3年,全职,本科,发展前景、团队实力
市场活动策划,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,市场|商务类,市场|营销,市场策划,"['企业服务', '活动策划']",2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",15k-25k,1-3年,全职,本科,发展前景、团队氛围
商务拓展,富途网络科技（深圳）有限公司,500-2000人,金融,上市公司,销售类,销售,商务拓展|BD,"['金融', '商务渠道']",2020-09-02 16:03:43,深圳,南山区,"['大冲', '科技园']",9k-18k,不限,全职,不限,腾讯系，前景好
python开发（深圳）,湖南玖零教育科技有限公司,150-500人,文娱丨内容,未融资,开发|测试|运维类,后端开发,Python,['Python'],2020-09-02 16:03:41,深圳,南山区,,8k-15k,1-3年,全职,本科,免费包吃、双休、五险一金、节假日福利等等
java,湖南玖零教育科技有限公司,150-500人,文娱丨内容,未融资,开发|测试|运维类,后端开发,Java,"['.NET', 'C#', '软件开发']",2020-09-02 16:03:41,重庆,南岸区,,12k-20k,3-5年,全职,大专,大小周、五险一金、节假日福利等
客户经理（AM）,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",未融资,文娱|传媒|艺术|体育,广告|会展,广告客户经理|主管,"['广告营销', '移动互联网']",2020-09-02 16:03:39,上海,静安区,,10k-15k,3-5年,全职,本科,工作氛围好
平面设计师,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",未融资,设计类,视觉,平面设计,"['广告营销', '移动互联网', '视觉', '平面']",2020-09-02 16:03:38,上海,闵行区,"['七宝', '航华']",8k-15k,1-3年,全职,本科,国家规定五险一金及各种福利
文案策划,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",未融资,运营|编辑|客服类,编辑,文案策划,"['广告营销', '移动互联网', '文案', '策划', '广告', '内容']",2020-09-02 16:03:37,上海,静安区,,7k-12k,1-3年,全职,本科,国家规定五险一金及各种福利
英文客服,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,运营|编辑|客服类,客服,其他客服,"['工具软件', '企业服务']",2020-09-02 16:03:36,成都,锦江区,"['三圣', '红星路']",6k-12k,不限,全职,本科,老板好；扁平管理；市中心；交通便捷；
诚聘在线客服,北京霸蛮科技有限公司,150-500人,电商,B轮,运营|编辑|客服类,客服,在线客服,['电商客服'],2020-09-02 16:03:36,北京,海淀区,,5k-7k,不限,全职,大专,团队氛围和谐，团队发展快，可撸猫哦
视频动效设计师/动画制作/视频制作,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,设计类,原画|美术|特效,视频,"['企业服务', '工具软件', '动画', 'AE软件', 'MG动画']",2020-09-02 16:03:36,成都,锦江区,,8k-15k,不限,全职,本科,弹性工作；工作环境好；成长空间大；
视频动效设计师/动画制作/视频制作,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,设计类,原画|美术|特效,视频,"['企业服务', '工具软件', '动画', 'AE软件', 'MG动画']",2020-09-02 16:03:36,成都,锦江区,,8k-15k,不限,全职,本科,弹性工作；工作环境好；成长空间大；
中文客服,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,运营|编辑|客服类,客服,其他客服,"['企业服务', '工具软件', '客服']",2020-09-02 16:03:36,成都,锦江区,,5k-10k,不限,全职,本科,弹性工作、老板好、扁平管理、交通便捷
英语/日语/韩语/法语/意语/德语/西语/俄语客服,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,运营|编辑|客服类,客服,客服,"['工具软件', '企业服务', '客服']",2020-09-02 16:03:36,成都,锦江区,,6k-10k,不限,全职,本科,"市中心,交通便利,福利好,弹性工作"
全栈开发工程师（实习）,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,开发|测试|运维类,前端开发,其他前端开发,"['工具软件', '企业服务']",2020-09-02 16:03:36,成都,温江区,['公平'],2k-3k,应届毕业生,全职,不限,"弹性工作,老板好"
运营设计师/平面设计师/美工,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,设计类,视觉,平面设计,"['企业服务', '工具软件', '美工']",2020-09-02 16:03:36,成都,锦江区,,7k-10k,不限,全职,本科,福利好；交通便；办公环境好
UI设计师,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,设计类,视觉,UI,"['企业服务', '工具软件', 'UI', 'UE', 'App设计', '视觉']",2020-09-02 16:03:36,成都,锦江区,,12k-16k,不限,全职,本科,弹性工作；福利好；办公环境好；交通便利
php开发工程师,北京易多客信息技术有限公司,15-50人,企业服务,不需要融资,开发|测试|运维类,后端开发,PHP,"['企业服务', '工具软件', 'PHP']",2020-09-02 16:03:36,成都,锦江区,,12k-16k,不限,全职,本科,弹性工作；交通便利；办公环境好
诚聘淘宝主播,北京霸蛮科技有限公司,150-500人,电商,B轮,MCN|直播|网红,主播,淘宝主播,['电商'],2020-09-02 16:03:34,北京,海淀区,,4k-7k,不限,全职,不限,团队氛围和谐，团队发展快，可撸猫哦
天猫主管,北京霸蛮科技有限公司,150-500人,电商,B轮,运营|编辑|客服类,运营,电商运营,['电商'],2020-09-02 16:03:31,北京,海淀区,,9k-13k,1-3年,全职,不限,团队氛围和谐，团队发展快，团队年轻化
电商运营主管,北京霸蛮科技有限公司,150-500人,电商,B轮,运营|编辑|客服类,运营,电商运营,['电商'],2020-09-02 16:03:30,北京,海淀区,,8k-13k,1-3年,全职,不限,团队氛围和谐，发展快
U3D图形程序 (MJ000239),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,开发|测试|运维类,移动前端开发,U3D,"['移动端', '前端开发', 'Unity3d', 'C/C++']",2020-09-02 16:03:26,上海,浦东新区,['张江'],20k-40k,3-5年,全职,大专,"弹性时间,环境佳,薪资水平高,福利待遇好"
场景原画设计师,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,游戏场景,"['游戏', '二次元', '场景原画']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",8k-16k,不限,全职,大专,五险一金，节日福利，团建福利
主策划（休闲/独立游戏方向） (MJ000253),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,游戏制作人,"['游戏', '手游策划', '游戏策划', '制作人']",2020-09-02 16:03:25,上海,浦东新区,['张江'],15k-30k,3-5年,全职,不限,"弹性时间,环境佳,薪资水平高,福利待遇好"
游戏文案策划,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,游戏策划,"['游戏剧情策划', '剧情', '文案']",2020-09-02 16:03:25,上海,浦东新区,['张江'],15k-25k,不限,全职,不限,"团队靠谱,上升空间广,氛围轻松"
商务 (MJ000279),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,市场|商务类,市场|营销,海外市场,"['工具软件', '市场']",2020-09-02 16:03:25,上海,浦东新区,['张江'],10k-20k,1-3年,全职,不限,跨国项目
角色原画师,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,游戏角色,"['游戏', '角色原画', '二次元']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",8k-15k,1-3年,全职,大专,"五险一金,福利多"
Flash/AS3客户端开发主程,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,开发|测试|运维类,前端开发,FLASH,"['游戏', 'Flash', 'Flex', 'C/C++']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",20k-35k,5-10年,全职,本科,团队成熟稳定、项目资金充足
运营专员（ACG） (MJ000180),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,运营|编辑|客服类,运营,运营,['游戏运营'],2020-09-02 16:03:25,上海,浦东新区,['张江'],8k-16k,1-3年,全职,大专,地铁周边
3D角色设计师,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,游戏特效,"['游戏', '3D', '角色']",2020-09-02 16:03:25,上海,浦东新区,['张江'],18k-30k,不限,全职,不限,"上升空间广,团队靠谱,工作氛围轻"
主剧情策划（二次元）,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,剧情策划,"['游戏', '游戏剧情策划', '剧情']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",10k-20k,1-3年,全职,大专,"五险一金,福利多"
高级游戏ui设计师,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,游戏界面,"['游戏', '二次元', 'Logo设计', '手游', 'UI设计']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",8k-15k,3-5年,全职,大专,"五险一金,福利多"
服务器主程（独立游戏向） (MJ000264),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,开发|测试|运维类,后端开发,后端开发,"['游戏', 'C', 'C++', '服务器端', '游戏开发']",2020-09-02 16:03:25,上海,浦东新区,['张江'],22k-35k,5-10年,全职,本科,"弹性时间,环境佳,薪资水平高,福利待遇好"
主原画（二次元方向） (MJ000277),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,设计类,原画|美术|特效,原画师,"['游戏', '原画', '二次元', '游戏原画', '手绘']",2020-09-02 16:03:25,上海,浦东新区,['张江'],10k-20k,3-5年,全职,不限,"团队靠谱,上升空间广,下午茶,氛围轻松"
服务器开发（独立游戏向） (MJ000263),上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,开发|测试|运维类,后端开发,C|C++,"['游戏', '服务器端', '后端', 'C++', 'Golang']",2020-09-02 16:03:25,上海,浦东新区,['张江'],20k-30k,5-10年,全职,本科,"弹性时间,环境佳,薪资水平高,福利待遇好"
系统策划（二次元）,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,系统策划,"['游戏', '系统', 'RPG策划', '游戏策划']",2020-09-02 16:03:25,杭州,滨江区,"['浦沿', '江南']",9k-15k,1-3年,全职,大专,"五险一金,福利多"
服务器主程（手游）,上海剑圣网络科技有限公司,150-500人,"移动互联网,游戏",不需要融资,开发|测试|运维类,后端开发,PHP,['后端'],2020-09-02 16:03:25,上海,浦东新区,['张江'],25k-40k,5-10年,全职,大专,"月度团建,绩效奖金,节日福利,年终奖金"
