positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
市场投放主管,广州星石网络科技有限公司,50-150人,游戏,不需要融资,市场|商务类,品牌|广告,广告投放,['游戏'],2020-09-02 16:39:32,广州,天河区,['棠下'],11k-20k,3-5年,全职,大专,下午茶 团建 双休
游戏客服专员,完美世界（北京）软件科技发展有限公司,2000人以上,"移动互联网,游戏",上市公司,运营|编辑|客服类,客服,在线客服,"['游戏客服', '在线客服', 'VIP客服']",2020-09-02 16:39:16,成都,武侯区,,4k-6k,不限,全职,不限,福利全
渠道经理,一起长大（上海）信息科技有限公司,15-50人,教育,A轮,销售类,销售,销售经理,"['销售', '区域销售', '商务渠道', '渠道分销']",2020-09-02 16:39:20,上海,浦东新区,"['花木', '北蔡']",9k-15k,不限,全职,大专,"五险一金,团队氛围融,各类福利"
客户运营,一起长大（上海）信息科技有限公司,15-50人,教育,A轮,运营|编辑|客服类,运营,用户运营,"['教育', '移动互联网', '市场', '数据分析', '商务', '用户运营']",2020-09-02 16:39:19,上海,浦东新区,"['花木', '北蔡']",6k-10k,3-5年,全职,本科,"9095后,团队氛围融,各类福利"
运维工程师,上海沐瞳科技有限公司,500-2000人,游戏,不需要融资,开发|测试|运维类,运维,运维工程师,"['移动互联网', '视频', 'CDN', 'Linux', '监控', 'MySQL']",2020-09-02 16:40:39,上海,闵行区,"['万源城', '漕宝路', '东兰路']",25k-35k,5-10年,全职,大专,"午休2小时,免费中晚餐,项目奖金,年终奖"
大数据分析助理专员,深圳市百圣信息技术有限公司,50-150人,"通讯电子,软件开发",未融资,服务业,旅游|出入境,票务|订房服务,"['金融', '旅游']",2020-09-02 16:39:54,深圳,宝安区,,6k-8k,不限,全职,大专,五险一金 年底双薪 包住 全勤奖 带薪年假
数据分析助理,深圳市百圣信息技术有限公司,50-150人,"通讯电子,软件开发",未融资,交通|运输|物流|仓储,物流|仓储,物流专员|助理,"['电商', '物流']",2020-09-02 16:39:54,深圳,宝安区,,6k-8k,不限,全职,大专,五险一金双休年度旅游定期团队活动户外拓展
数据运营专员,深圳市百圣信息技术有限公司,50-150人,"通讯电子,软件开发",未融资,设计类,原画|美术|特效,游戏动作,"['大数据', '旅游', '摄像', '剪辑', '特效', '板绘']",2020-09-02 16:39:54,深圳,宝安区,,6k-8k,不限,全职,大专,五险一金年底双薪&nbsp;包住全勤奖带薪年假
渠道销售经理（洗护，化妆品）,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,销售类,销售,渠道销售,"['团购', '代理商销售', 'KA', '渠道分销']",2020-09-02 16:39:47,广州,白云区,,18k-36k,3-5年,全职,大专,扁平化管理
广告运营,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,运营,运营,"['电商', '广告营销', '网站分析', 'SEO', '运营', '活动策划']",2020-09-02 16:39:47,深圳,南山区,['科技园'],6k-12k,3-5年,全职,大专,你一定会喜欢这里的
皮肤科药品销售总监,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,销售类,销售管理,销售总监,['医疗健康'],2020-09-02 16:39:46,深圳,南山区,['科技园'],15k-25k,3-5年,全职,大专,来这里你可以不断提升自己的价值
品牌内容运营,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,运营,内容运营,"['新零售', '转化变现', '内容运营', '品牌运营']",2020-09-02 16:39:46,深圳,南山区,['科技园'],7k-12k,3-5年,全职,大专,来这里你可以不断提升和实现自己的价值
直播内容运营,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,运营,内容运营,"['电商', '内容运营', '用户增长', '转化变现']",2020-09-02 16:39:46,深圳,南山区,['科技园'],8k-15k,3-5年,全职,大专,来这里你可以不断提升跟实现自己的价值
私域流量运营专员,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,MCN|直播|网红,运营,直播运营,"['电商', '新零售']",2020-09-02 16:39:46,深圳,南山区,['科技园'],7k-14k,1-3年,全职,大专,来这里你可以不断提升和实现自己的价值
用户运营,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,运营,用户运营,"['电商', '新零售', '裂变拉新', '用户留存', '活动策划', '转化变现']",2020-09-02 16:39:46,深圳,南山区,['科技园'],8k-10k,3-5年,全职,本科,扁平化管理，弹性时间
高级文案策划,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,编辑,文案策划,['医疗健康'],2020-09-02 16:39:46,深圳,南山区,['科技园'],9k-12k,3-5年,全职,本科,扁平化管理，交通便捷
医药代表（皮肤科）,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,化工|生物|制药|医护,生物|制药|医疗器械,医药销售经理|主管,['医疗健康'],2020-09-02 16:39:46,深圳,南山区,['科技园'],12k-15k,3-5年,全职,本科,扁平化管理
项目申报专员,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,市场|商务类,媒介|公关,政府关系,"['医疗健康', '政府关系（GR）', '行业分析', '文案', '媒介']",2020-09-02 16:39:46,深圳,南山区,['科技园'],8k-10k,3-5年,全职,本科,你一定会喜欢这里的
京东pop运营,深圳蔓狮科技有限公司,15-50人,医疗丨健康,A轮,运营|编辑|客服类,运营,电商运营,"['医疗健康', '京东运营']",2020-09-02 16:39:46,深圳,南山区,['科技园'],10k-12k,3-5年,全职,大专,扁平化管理，优质环境，交通便捷
高级实施工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,企业软件,实施工程师,"['Java', 'Linux', '实施']",2020-09-02 16:40:39,北京,西城区,"['天桥', '大栅栏', '珠市口']",20k-40k,3-5年,全职,本科,六险二金 食堂 员工福利 平台稳定
系统工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,系统工程师,['Linux'],2020-09-02 16:40:39,北京,西城区,,15k-30k,1-3年,全职,本科,六险二金 食堂 旅游基金 国企
java高级架构师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,后端开发,Java,['后端'],2020-09-02 16:40:39,北京,西城区,"['天桥', '大栅栏', '珠市口']",25k-50k,5-10年,全职,本科,补充医疗、企业年金、年度体检、食堂、补贴
网络资深工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,网络工程师,['Linux'],2020-09-02 16:40:39,北京,西城区,,25k-50k,5-10年,全职,本科,六险二金 公司食堂 国企 旅游基金
DevOps 运维工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,运维工程师,"['Jenkins', 'Git']",2020-09-02 16:40:39,北京,昌平区,"['回龙观', '回龙观']",20k-40k,3-5年,全职,本科,六险二金 食堂 平台稳定 员工福利
前端开发工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,前端开发,WEB前端,"['前端开发', 'HTML5']",2020-09-02 16:40:39,北京,西城区,"['天桥', '大栅栏', '珠市口']",25k-45k,3-5年,全职,本科,六险二金 食堂 旅游 加班调休 国企
高级实施工程师（仓储实施方向）,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,企业软件,实施工程师,"['Java', 'Linux']",2020-09-02 16:40:39,北京,西城区,"['天桥', '大栅栏', '珠市口']",15k-30k,3-5年,全职,本科,六险二金 发展平台 食堂 旅游基金 工会福利
网络安全工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,网络安全,[],2020-09-02 16:40:39,北京,西城区,,25k-50k,5-10年,全职,本科,六险二金 食堂 旅游基金 国企稳定
U3D客户端开发,上海沐瞳科技有限公司,500-2000人,游戏,不需要融资,开发|测试|运维类,移动前端开发,U3D,"['游戏', 'Unity3d']",2020-09-02 16:40:38,上海,闵行区,"['万源城', '漕宝路', '东兰路']",20k-40k,5-10年,全职,大专,免费午晚餐；六险一金；年度旅游；
数据架构师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,数据开发,数据开发,[],2020-09-02 16:40:38,北京,西城区,"['天桥', '大栅栏', '珠市口']",30k-50k,5-10年,全职,本科,六险二金 食堂 旅游 工会福利 加班调休
区块链高级研发工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,后端开发,区块链开发,['区块链'],2020-09-02 16:40:38,北京,昌平区,"['回龙观', '回龙观']",37k-50k,5-10年,全职,本科,六险二金 食堂 旅游 加班调休
安全运维工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,运维工程师,[],2020-09-02 16:40:38,北京,西城区,"['天桥', '大栅栏', '珠市口']",25k-50k,5-10年,全职,本科,六险二金 发展平台 食堂 旅游基金 工会福利
高级运维工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,运维,运维工程师,"['物流', 'Linux']",2020-09-02 16:40:38,北京,西城区,"['天桥', '大栅栏', '珠市口']",20k-40k,5-10年,全职,本科,六险二金 食堂 旅游 工会福利 国企
高级算法工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,人工智能,算法工程师,"['深度学习', '自然语言处理']",2020-09-02 16:40:38,北京,西城区,,35k-50k,5-10年,全职,本科,六险二金 食堂 旅游基金 员工福利
高级数据分析工程师,中邮信息科技（北京）有限公司,500-2000人,"移动互联网,其他",不需要融资,开发|测试|运维类,数据开发,数据分析,[],2020-09-02 16:40:38,北京,西城区,,25k-45k,5-10年,全职,本科,六险二金 食堂 旅游基金 工会福利
PHP开发工程师 (MJ000601),食亨（上海）科技服务有限公司,500-2000人,"消费生活,移动互联网",B轮,开发|测试|运维类,后端开发,PHP,"['分类信息', '本地生活', 'PHP']",2020-09-02 16:41:47,上海,虹口区,"['凉城', '江湾', '大柏树']",10k-20k,1-3年,全职,本科,技术氛围
游戏研发项目管理专员（外包岗位）,网易（杭州）网络有限公司,2000人以上,电商,上市公司,产品|需求|项目类,项目管理,项目管理,"['游戏', '项目管理', 'PMP', '敏捷', '过程管理']",2020-09-02 16:41:34,杭州,滨江区,['长河'],10k-15k,1-3年,全职,本科,大厂平台
前端开发工程师（外包）,网易（杭州）网络有限公司,2000人以上,电商,上市公司,开发|测试|运维类,移动前端开发,React Native,"['移动互联网', '即时通讯', 'React native', 'Javascript']",2020-09-02 16:41:34,杭州,滨江区,['长河'],10k-15k,1-3年,全职,本科,大厂平台
杭州_高级/资深windows开发工程师,网易（杭州）网络有限公司,2000人以上,电商,上市公司,开发|测试|运维类,后端开发,C|C++,[],2020-09-02 16:41:34,杭州,滨江区,['长河'],20k-30k,3-5年,全职,本科,"大厂平台,福利齐全"
IOS 资深开发工程师,网易（杭州）网络有限公司,2000人以上,电商,上市公司,开发|测试|运维类,移动前端开发,IOS,[],2020-09-02 16:41:34,杭州,滨江区,['长河'],20k-30k,5-10年,全职,本科,"大厂平台,福利齐全"
HRBP,杭州炫乐文化创意有限公司,50-150人,文娱丨内容,未融资,综合职能|高级管理,人力资源,HRBP,"['绩效考核', 'HR', '培训']",2020-09-02 16:41:25,杭州,江干区,['彭埠'],7k-12k,3-5年,全职,本科,团队氛围好
IOS开发工程师（SDK）,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,开发|测试|运维类,移动前端开发,IOS,"['iOS', 'SDK']",2020-09-02 16:41:25,广州,天河区,"['龙口', '岗顶', '石牌']",10k-15k,1-3年,全职,大专,五险一金、项目奖金、包餐、年终奖、氛围好
广告投放专员,杭州炫乐文化创意有限公司,50-150人,文娱丨内容,未融资,市场|商务类,品牌|广告,广告投放,[],2020-09-02 16:41:25,杭州,江干区,['彭埠'],8k-15k,1-3年,全职,本科,发展前景好、团队氛围好
角色模型师,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,设计类,原画|美术|特效,动画,"['游戏', '3D', '角色', '贴图']",2020-09-02 16:41:24,广州,天河区,"['龙口', '岗顶', '石牌']",8k-13k,1-3年,全职,大专,五险一金，包餐，项目奖金，年终奖，氛围好
游戏运营,杭州炫乐文化创意有限公司,50-150人,文娱丨内容,未融资,运营|编辑|客服类,运营,游戏运营,[],2020-09-02 16:41:24,杭州,江干区,['彭埠'],7k-14k,3-5年,全职,本科,团队氛围好
游戏文案策划,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,产品|需求|项目类,游戏策划,游戏文案策划,"['游戏', '文案', '游戏策划']",2020-09-02 16:41:23,广州,天河区,"['龙口', '岗顶', '石牌']",8k-12k,1-3年,全职,大专,五险一金、工作餐、项目奖金、年终奖、氛围好
游戏场景原画设计师,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,设计类,原画|美术|特效,原画师,"['原画', '手绘', '场景原画', '场景']",2020-09-02 16:41:22,广州,天河区,"['龙口', '岗顶', '石牌']",10k-15k,3-5年,全职,大专,五险一金，包餐，福利好、年终奖、氛围好
美术策划,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,产品|需求|项目类,游戏策划,游戏策划,"['游戏', '游戏策划']",2020-09-02 16:41:21,广州,天河区,"['龙口', '岗顶', '石牌']",5k-10k,1-3年,全职,大专,五险一金、项目奖金、年终奖、包餐、氛围好
游戏动作设计师,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,设计类,原画|美术|特效,游戏动作,"['动画', '3D', '动作']",2020-09-02 16:41:20,广州,天河区,"['龙口', '岗顶', '石牌']",5k-10k,1-3年,全职,大专,五险一金，包餐，福利好、年终奖、氛围好
特效设计师,上海晓游信息科技有限公司广州分公司,50-150人,游戏,不需要融资,设计类,原画|美术|特效,游戏特效,"['游戏', '手绘', '特效', '光影特效', '场景特效']",2020-09-02 16:41:20,广州,天河区,"['龙口', '岗顶', '石牌']",8k-12k,1-3年,全职,大专,五险一金，包餐，福利好、年终奖、氛围好
前端开发工程师,南京特望科技有限公司,150-500人,"移动互联网,社交",未融资,开发|测试|运维类,前端开发,WEB前端,"['电商', '前端开发']",2020-09-02 16:42:20,南京,玄武区,,11k-16k,3-5年,全职,大专,薪资待遇福利好
金融数据分析,北京中经惠众科技有限公司,50-150人,"金融,企业服务",不需要融资,开发|测试|运维类,数据开发,数据分析,"['金融', '数据分析', 'MySQL']",2020-09-02 16:42:13,成都,高新区,,25k-40k,10年以上,全职,本科,全额五险一金 通讯补贴 员工生日 双休
大数据架构师,北京中经惠众科技有限公司,50-150人,"金融,企业服务",不需要融资,开发|测试|运维类,高端技术职位,架构师,"['大数据', '架构师']",2020-09-02 16:42:13,北京,海淀区,"['五道口', '牡丹园']",30k-50k,5-10年,全职,本科,数据量大，数据质量高，核心团队
高级业务分析师,北京中经惠众科技有限公司,50-150人,"金融,企业服务",不需要融资,金融类,互联网金融,分析师,"['大数据', '分析师']",2020-09-02 16:42:13,北京,海淀区,"['五道口', '牡丹园']",25k-40k,5-10年,全职,硕士,发展前景好
高级数据分析师,北京中经惠众科技有限公司,50-150人,"金融,企业服务",不需要融资,开发|测试|运维类,数据开发,数据分析,['Spark'],2020-09-02 16:42:13,北京,海淀区,"['五道口', '牡丹园']",15k-25k,5-10年,全职,本科,east 1104
高级金融分析师（企业反欺诈方向）,北京中经惠众科技有限公司,50-150人,"金融,企业服务",不需要融资,开发|测试|运维类,数据开发,数据分析,"['金融', '数据分析', '数据挖掘', 'MySQL']",2020-09-02 16:42:13,成都,高新区,,18k-28k,5-10年,全职,本科,全额五险一金 通讯补贴 员工生日 双休
自动驾驶规划与决策算法工程师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,开发|测试|运维类,人工智能,算法工程师,"['辅助/智能驾驶', '服务机器人', '自动驾驶']",2020-09-02 16:42:06,北京,海淀区,,15k-25k,1-3年,全职,本科,发展空间大 高速成长
教研教学讲师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,教育|培训,培训,培训讲师,['大数据'],2020-09-02 16:42:05,北京,海淀区,,10k-20k,1-3年,全职,本科,发展空间大 成长迅速
大数据平台工程师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,开发|测试|运维类,数据开发,数据开发,"['ETL', 'Hadoop']",2020-09-02 16:42:05,北京,海淀区,['双榆树'],15k-25k,1-3年,全职,本科,发展空间大 成长迅速
c++开发工程师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,开发|测试|运维类,后端开发,C|C++,[],2020-09-02 16:42:05,北京,海淀区,,10k-20k,1-3年,全职,本科,发展空间大 成长迅速
项目经理,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,产品|需求|项目类,项目管理,项目经理,['数据库'],2020-09-02 16:42:05,北京,海淀区,['双榆树'],8k-15k,1-3年,全职,大专,发展空间大，成长迅速
前端开发工程师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,开发|测试|运维类,前端开发,WEB前端,['Web前端'],2020-09-02 16:42:05,北京,海淀区,,12k-24k,1-3年,全职,本科,发展空间大 成长迅速
服务端研发工程师,北京四合天地科技有限公司,50-150人,"人工智能,物联网",不需要融资,开发|测试|运维类,后端开发,Java,"['分布式', '中间件']",2020-09-02 16:42:05,北京,海淀区,['双榆树'],15k-25k,3-5年,全职,本科,发展空间大 成长迅速
客户经理,亿众骏达网络科技（深圳）有限公司,50-150人,"企业服务,电商",A轮,销售类,销售,客户经理,"['销售', '客户代表']",2020-09-02 16:42:04,上海,黄浦区,,5k-8k,不限,全职,大专,"弹性工时,五险一金,年底双薪"
KOL商务运营/红人经纪,亿众骏达网络科技（深圳）有限公司,50-150人,"企业服务,电商",A轮,市场|商务类,媒介|公关,媒介合作,"['KOL媒介', '电商媒介经理', '新媒体媒介']",2020-09-02 16:42:04,深圳,南山区,,8k-15k,1-3年,全职,不限,"弹性工时,五险一金,年底双薪"
中级java开发工程师,深圳市海王星辰医药有限公司,2000人以上,医疗丨健康,不需要融资,开发|测试|运维类,后端开发,Java,"['新零售', '医疗健康', 'Java', '中间件', '分布式']",2020-09-02 16:43:22,深圳,南山区,,13k-18k,3-5年,全职,本科,五险一金、带薪年假、年终绩效奖、团队活动
云平台开发工程师,深圳市海王星辰医药有限公司,2000人以上,医疗丨健康,不需要融资,开发|测试|运维类,后端开发,其他后端开发,"['新零售', '医疗健康', 'docker']",2020-09-02 16:43:22,深圳,南山区,,18k-30k,3-5年,全职,本科,五险一金、带薪年假、年终绩效奖、团队活动
招聘专员,深圳市海王星辰医药有限公司,2000人以上,医疗丨健康,不需要融资,综合职能|高级管理,人力资源,招聘,"['医疗健康', '新零售', '人事', '人力资源', 'HR', 'HRBP']",2020-09-02 16:43:22,深圳,南山区,,6k-8k,1-3年,全职,本科,五险一金、带薪年假、年终绩效奖、团队活动
Flutter开发工程师,康怡邦（北京）健康管理有限公司,50-150人,"医疗丨健康,数据服务",天使轮,开发|测试|运维类,移动前端开发,Android,"['电商', '工具软件', 'Android']",2020-09-02 16:44:02,北京,海淀区,,20k-30k,5-10年,全职,本科,公司重点项目
营养师,康怡邦（北京）健康管理有限公司,50-150人,"医疗丨健康,数据服务",天使轮,化工|生物|制药|医护,医院|医疗|护理,营养师,['医疗健康'],2020-09-02 16:44:02,北京,海淀区,,8k-16k,1-3年,全职,本科,弹性工作，公司重点项目
健康管理师,康怡邦（北京）健康管理有限公司,50-150人,"医疗丨健康,数据服务",天使轮,化工|生物|制药|医护,医院|医疗|护理,营养师,['医疗健康'],2020-09-02 16:44:02,北京,海淀区,,10k-20k,1-3年,全职,本科,弹性工作，公司重点项目
Senior Core Pipeline Deve,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,文娱|传媒|艺术|体育,影视|媒体,后期制作,['其他'],2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",25k-30k,3-5年,全职,本科,晋升空间大，五险一金
制片人助理,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,综合职能|高级管理,其他职能职位,其他职能职位,[],2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",3k-5k,不限,全职,本科,晋升空间大
新媒体文案,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,运营|编辑|客服类,运营,新媒体运营,"['新媒体运营', '微信运营', '活动策划']",2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",10k-15k,3-5年,全职,本科,"外企,五险一金,12天年假,12天病假"
翻译/制片助理,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,产品|需求|项目类,项目管理,其他项目管理,[],2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",5k-8k,1-3年,全职,本科,"五险一金,24天假期,美企,电影特效"
制片人,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,文娱|传媒|艺术|体育,影视|媒体,影视策划|制作人员,[],2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",15k-30k,5-10年,全职,本科,"五险一金,外资"
Python全栈工程师,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,开发|测试|运维类,后端开发,Python,"['工具软件', 'Python', '数据库']",2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",15k-25k,3-5年,全职,本科,技术栈使用空间大，可尝试各类最新技术
会计,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,综合职能|高级管理,财务,会计,['媒体'],2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",9k-12k,3-5年,全职,本科,五险一金 12天年假 12天病假
高级动画师,北京倍飞视国际视觉艺术交流有限公司,150-500人,文娱丨内容,不需要融资,文娱|传媒|艺术|体育,影视|媒体,后期制作,"['游戏', '其他']",2020-09-02 16:43:10,北京,朝阳区,"['工体', '三里屯', '团结湖']",10k-20k,3-5年,全职,不限,五险一金 带薪年假 行业领先
视频剪辑师（西城区）,广州德惟科技有限公司,150-500人,"金融,移动互联网",不需要融资,MCN|直播|网红,内容,后期剪辑,['移动互联网'],2020-09-02 16:43:09,北京,西城区,,10k-20k,3-5年,全职,本科,前景无限金融公司 周末双休，交通便利
技术支持工程师(J10889),北京天融信网络安全技术有限公司,2000人以上,信息安全,上市公司,开发|测试|运维类,运维,IT技术支持,"['信息安全', '通信/网络设备']",2020-09-02 16:44:18,北京,海淀区,"['西二旗', '龙泽', '回龙观']",8k-12k,1-3年,全职,本科,七险一金 福利优厚 网络安全 信息安全
LinuxC/C++开发工程师(J11080),北京天融信网络安全技术有限公司,2000人以上,信息安全,上市公司,开发|测试|运维类,后端开发,C|C++,"['Linux/Unix', 'C']",2020-09-02 16:44:18,北京,海淀区,"['西二旗', '龙泽', '回龙观']",10k-15k,1-3年,全职,本科,七险一金 福利优厚 网络安全 信息安全
高级java开发工程师,环球车享汽车租赁有限公司,150-500人,"移动互联网,消费生活",不需要融资,开发|测试|运维类,后端开发,Java,"['移动互联网', '汽车', '后端']",2020-09-02 16:44:11,上海,嘉定区,,16k-24k,3-5年,全职,本科,国企 共享出行 evcard
Android开发实习生,环球车享汽车租赁有限公司,150-500人,"移动互联网,消费生活",不需要融资,开发|测试|运维类,移动前端开发,Android,"['移动互联网', '汽车']",2020-09-02 16:44:11,上海,嘉定区,,2k-3k,应届毕业生,实习,本科,"国企,新能源,共享汽车"
性能测试工程师,环球车享汽车租赁有限公司,150-500人,"移动互联网,消费生活",不需要融资,开发|测试|运维类,测试,性能测试,"['移动互联网', '性能测试']",2020-09-02 16:44:11,上海,嘉定区,,15k-25k,3-5年,全职,本科,国企 新能源 共享汽车
安全测试工程师,环球车享汽车租赁有限公司,150-500人,"移动互联网,消费生活",不需要融资,开发|测试|运维类,测试,安全测试,"['汽车', '移动互联网']",2020-09-02 16:44:11,上海,嘉定区,,10k-20k,3-5年,全职,不限,"国企,新能源,共享汽车"
内容策划实习生,欢欢喜喜（天津）文化投资有限公司,50-150人,"移动互联网,文娱丨内容",上市公司,文娱|传媒|艺术|体育,影视|媒体,影视策划|制作人员,"['移动互联网', '视频']",2020-09-02 16:44:10,北京,朝阳区,"['三元桥', '燕莎', '亮马桥']",2k-3k,1年以下,全职,本科,影视互联网、外企托管、薪酬福利优
