name,company,company_size,field,workarea,background,education,low_salary,high_salary
电话客服,北京中味国际展览有限公司,少于15人,其他,北京,不限,不限,2,4
销售助理,陕西千秋电子科技股份有限公司,150-500人,"电商,医疗丨健康",合肥,不限,不限,5,10
设计师,工匠广告传播（上海）有限公司,50-150人,"移动互联网,广告营销",上海,1-3年,本科,10,20
销售经理（AI交互产品）,深思考人工智能机器人科技（北京）有限公司,50-150人,"移动互联网,企业服务",北京,3-5年,本科,10,20
招聘专员,湖北浮泽数据科技有限公司,50-150人,"数据服务,软件开发",杭州,不限,大专,4,8
大数据开发工程师（DBA/数仓建设）,深圳市君仁科技发展有限公司,50-150人,移动互联网,深圳,1-3年,本科,18,22
高级java开发工程师,尼尔林技术咨询（深圳）有限公司,150-500人,"移动互联网,电商",深圳,5-10年,本科,20,35
管培生,泰康人寿保险有限责任公司山东分公司,2000人以上,金融,济南,不限,大专,4,8
开发,上海扩博智能技术有限公司,50-150人,"移动互联网,数据服务",上海,1-3年,本科,15,25
自动化测试工程师,北京聚量广告传媒有限公司,50-150人,"移动互联网,广告营销",北京,3-5年,本科,20,30
高级产品经理,深圳市润安科技发展有限公司,150-500人,"移动互联网,其他",深圳,5-10年,本科,15,25
测试工程师,广州富力地产股份有限公司,2000人以上,"移动互联网,电商",广州,3-5年,本科,15,30
房产销售,广州信华房地产代理有限公司,150-500人,房产家居,广州,不限,不限,8,12
中级前端开发工程师,广州华资软件技术有限公司,500-2000人,"移动互联网,数据服务",广州,3-5年,本科,9,15
团队运营主管,中美联泰大都会人寿保险有限公司四川分公司,2000人以上,金融,北京,3-5年,本科,20,40
PHP开发工程师,广州市米石信息科技有限公司,15-50人,移动互联网,广州,3-5年,本科,10,15
golang开发工程师,北京聚量广告传媒有限公司,50-150人,"移动互联网,广告营销",北京,3-5年,本科,15,25
电商主播,湖南点道文化传播有限公司,15-50人,文娱丨内容,长沙,不限,不限,5,8
平面设计师,广东杏配林科技有限公司,少于15人,教育,佛山,不限,不限,3,5
高级临床数据管理员,艾迪泰科科技（北京）有限公司,150-500人,其他,成都,1-3年,本科,8,15
软件开发工程师,信永中和会计师事务所（特殊普通合伙）,2000人以上,企业服务,北京,1-3年,本科,8,15
诚聘网络销售代表,绵阳伊美妍网络科技有限公司,50-150人,电商,绵阳,不限,不限,5,10
行政专员,长沙市你的家服信息技术有限公司,50-150人,消费生活,武汉,不限,大专,3,5
客服专员,北京圣光辰星医院管理有限公司医养堂中医诊所,150-500人,医疗丨健康,北京,不限,不限,3,5
3D游戏美术设计,北京冠多网络科技有限公司,50-150人,"移动互联网,游戏",北京,3-5年,大专,11,20
android开发工程师,深圳市法本信息技术股份有限公司,2000人以上,"企业服务,软件开发",广州,3-5年,大专,12,22
技术总监,广州富力地产股份有限公司,2000人以上,"移动互联网,电商",广州,10年以上,本科,40,80
软件项目经理（武汉）,广州华资软件技术有限公司,500-2000人,"移动互联网,数据服务",武汉,3-5年,本科,9,15
团队运营主管,中美联泰大都会人寿保险有限公司四川分公司,2000人以上,金融,上海,3-5年,本科,20,40
前端开发工程师,北京东方国信科技股份有限公司,2000人以上,数据服务,北京,3-5年,本科,10,20
初级临床数据管理员,艾迪泰科科技（北京）有限公司,150-500人,其他,成都,应届毕业生,本科,6,8
行政前台,信永中和会计师事务所（特殊普通合伙）,2000人以上,企业服务,北京,1-3年,大专,6,8
java开发（ID:ZY）,北京瑞友科技股份有限公司,2000人以上,电商,上海,3-5年,本科,17,33
高薪外派出差8k（免费包住）,济南大爱日化有限公司包头分公司,150-500人,其他,包头,不限,不限,8,16
高校HTML5前端开发讲师,北京工商管理专修学院,2000人以上,教育,北京,5-10年,大专,15,20
到店技术-测试开发工程师-北京服务端,北京三快在线科技有限公司,2000人以上,消费生活,北京,3-5年,本科,20,40
web前端工程师,北京三快在线科技有限公司,2000人以上,消费生活,北京,3-5年,本科,25,40
数据运维岗,联合信用征信股份有限公司,500-2000人,"企业服务,数据服务",北京,不限,本科,10,20
财务bp（建筑行业）,上海宏信设备工程有限公司,2000人以上,其他,上海,5-10年,本科,15,25
药学编辑,武汉碎片文化传播有限公司,15-50人,教育,武汉,应届毕业生,本科,3,6
业务员(南环路)(4000-8000+ ）,泉州三创光电有限公司,少于15人,"通讯电子,其他",泉州,1年以下,不限,4,8
乐有家诚聘销售精英,惠州市乐有家房产经纪有限公司南贸花园分公司,2000人以上,其他,惠州,不限,不限,4,6
技术总监/CTO,六次方（北京）信息科技有限公司,150-500人,企业服务,北京,5-10年,本科,60,100
用户运营,熙南（上海）网络科技有限公司,15-50人,"移动互联网,社交",上海,1-3年,本科,8,14
视觉设计师（腾讯）,深圳市前海润杨金融服务有限公司,2000人以上,"移动互联网,金融",深圳,1-3年,本科,10,13
java开发工程师,河南秉琦网络科技有限公司,15-50人,"移动互联网,教育",郑州,不限,本科,4,8
平台服务器端研发主程,恒安卫士（深圳）电子科技发展有限公司,50-150人,"人工智能,软件开发",北京,5-10年,本科,25,35
电子厂包吃包住月6千,重庆驰百电子科技有限公司,150-500人,通讯电子,重庆,不限,不限,4,6
android开发工程师,深圳市时光轴科技有限公司,少于15人,移动互联网,深圳,3-5年,不限,8,14
java开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",北京,1-3年,本科,15,25
前端开发工程师,浙江汇信科技有限公司,150-500人,"移动互联网,电商",杭州,5-10年,本科,15,22
无人配送部-无人车-数据平台开发专家,北京三快在线科技有限公司,2000人以上,消费生活,北京,3-5年,本科,25,40
三和伯恩普工,伯恩科技（惠州）有限公司,2000人以上,通讯电子,惠州,不限,不限,5,7
8k诚聘交易员,北京储慧国际咨询有限公司,150-500人,金融,北京,不限,不限,8,15
Java开发工程师,周生生(中国)商业有限公司,2000人以上,"电商,其他",广州,1-3年,本科,8,15
Java开发工程师,北京旭阳数字科技有限公司,15-50人,"软件开发,物联网",北京,1-3年,本科,12,18
电话销售(南环路)(3000-6000+),泉州三创光电有限公司,少于15人,"通讯电子,其他",泉州,不限,不限,3,6
储备店长,惠州市乐有家房产经纪有限公司南贸花园分公司,2000人以上,其他,惠州,不限,不限,4,6
架构师技术专家,恒大高科技集团有限公司,500-2000人,"人工智能,物联网",深圳,10年以上,本科,45,60
区块链项目经理,杭州时戳信息科技有限公司,50-150人,"移动互联网,区块链",杭州,3-5年,本科,15,30
高级后端研发工程师,上海探星网络科技有限公司,15-50人,广告营销,北京,3-5年,本科,20,40
招聘专员,深圳市网新新思软件有限公司,500-2000人,"移动互联网,企业服务",深圳,1-3年,大专,6,10
高级ios开发工程师,未来大学（深圳）教育科技有限公司,15-50人,教育,深圳,3-5年,本科,12,24
java开发工程师,广州健新科技股份有限公司,150-500人,"数据服务,硬件",广州,不限,本科,8,15
前端开发工程师,凯德技术长沙股份有限公司,150-500人,软件开发,长沙,5-10年,大专,10,15
高级前端开发工程师（视频）,广州聚焦网络技术有限公司,150-500人,"移动互联网,电商",广州,5-10年,本科,15,20
浙大诚聘 机器人操作系统（ROS）高级技术总监,浙江大学,15-50人,教育,杭州,3-5年,硕士,25,41
java开发工程师,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",成都,3-5年,本科,9,14
嵌入式研发经理,开放智能机器（上海）有限公司,50-150人,其他,上海,5-10年,硕士,40,60
英语编辑,成都易我科技开发有限责任公司,150-500人,"移动互联网,游戏",成都,不限,本科,5,10
电商客服,安星购（杭州）贸易有限公司,少于15人,电商,杭州,1-3年,不限,3,6
资深JAVA开发工程师,北京奇艺世纪科技有限公司,2000人以上,文娱丨内容,北京,5-10年,本科,35,50
保险规划师,中国人寿保险股份有限公司上海市浦东支公司,2000人以上,"金融,其他",上海,不限,大专,8,10
hrd/hrvp/人力资源总监,北京桉桉投资管理有限公司,150-500人,金融,北京,5-10年,本科,55,85
区块链技术专家,杭州时戳信息科技有限公司,50-150人,"移动互联网,区块链",杭州,3-5年,本科,50,100
浙大诚聘 web开发后端工程师,浙江大学,15-50人,教育,杭州,3-5年,本科,12,16
软件测试工程师,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",成都,1-3年,本科,7,12
新媒体内容运营,开放智能机器（上海）有限公司,50-150人,其他,深圳,3-5年,本科,10,20
国内市场总监,成都易我科技开发有限责任公司,150-500人,"移动互联网,游戏",成都,5-10年,本科,25,40
红外热像仪研发工程师,江苏匠影智能医疗科技有限公司,50-150人,数据服务,苏州,5-10年,硕士,15,25
投资管理,北京储慧国际咨询有限公司,150-500人,金融,北京,不限,不限,8,16
中高级java开发工程师,慧博云通科技股份有限公司,2000人以上,"软件开发,其他",广州,3-5年,本科,18,25
高级Java开发工程师--后台产品研发,北京奇艺世纪科技有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,30,45
软件测试工程师,迪原创新（北京）科技有限公司南京分公司,150-500人,"移动互联网,企业服务",北京,3-5年,大专,8,13
java中级工程师,凯德技术长沙股份有限公司,150-500人,软件开发,长沙,1-3年,大专,5,10
前端开发工程师Vue,广州聚焦网络技术有限公司,150-500人,"移动互联网,电商",广州,3-5年,本科,12,20
急招货运司机,保定江洲运输服务有限公司,150-500人,物流丨运输,保定,不限,不限,15,25
头条、抖音运营,未来大学（深圳）教育科技有限公司,15-50人,教育,深圳,1-3年,大专,7,14
项目经理,广州健新科技股份有限公司,150-500人,"数据服务,硬件",广州,3-5年,本科,10,20
内容审核（初审）,长沙冉星信息科技有限公司,50-150人,"移动互联网,数据服务",长沙,1-3年,本科,5,7
android开发,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,杭州,3-5年,本科,16,25
java架构师,无锡鼎洲电子科技有限公司,15-50人,人工智能,无锡,3-5年,本科,20,30
Java开发工程师——金融科技,浙江吉利控股集团有限公司,2000人以上,"电商,消费生活",北京,5-10年,本科,20,40
web前端开发工程师,潍坊方圆网通科技有限公司,50-150人,"移动互联网,广告营销",潍坊,1-3年,大专,4,8
行政专员,广州市澳兴冷链供应有限公司,50-150人,其他,广州,1-3年,大专,4,5
高级插画师,北京鱼爪网络科技有限公司成都分公司,2000人以上,"移动互联网,电商",成都,1-3年,大专,8,12
环保技术员,武汉水之国环保科技有限公司,15-50人,其他,武汉,不限,大专,5,8
市场推广专员,上海宸宾实业有限公司,15-50人,电商、教育,上海,不限,不限,20,40
质检员,杭州伟业精密模塑厂,50-150人,其他,杭州,不限,不限,4,6
项目经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,5-10年,本科,15,25
市场拓展专员,深圳永泰禾嘉科技有限公司,15-50人,医疗丨健康、电商,深圳,应届毕业生,不限,5,10
园区运营,杭州时戳信息科技有限公司,50-150人,"移动互联网,区块链",杭州,不限,本科,5,7
内容审核岗,长沙冉星信息科技有限公司,50-150人,"移动互联网,数据服务",长沙,1-3年,本科,5,7
财务出纳,保定江洲运输服务有限公司,150-500人,物流丨运输,保定,不限,不限,2,4
大数据开发工程师,深圳市博悦科创科技有限公司,500-2000人,移动互联网,深圳,1-3年,本科,12,18
大数据开发工程师-NJ,迪原创新（北京）科技有限公司南京分公司,150-500人,"移动互联网,企业服务",南京,10年以上,本科,18,28
android开发工程师,慧博云通科技股份有限公司,2000人以上,"软件开发,其他",广州,3-5年,本科,16,22
企业号认证电话销售客服,江苏铭图信息科技有限公司,15-50人,不限,南通,不限,不限,4,8
java开发工程师,深圳市网新新思软件有限公司,500-2000人,"移动互联网,企业服务",深圳,3-5年,本科,10,15
语音识别/合成算法专家,广东美的制冷设备有限公司,2000人以上,硬件,上海,10年以上,硕士,40,60
销售总监,无锡鼎洲电子科技有限公司,15-50人,人工智能,无锡,3-5年,本科,12,15
销售专员,天津链家宝业房地产经纪有限公司宝山道店,2000人以上,移动互联网、企业服务,天津,应届毕业生,本科,5,10
前端react开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",北京,3-5年,本科,10,15
Delphi工程师,上海同望信息技术有限公司武汉分公司,50-150人,"移动互联网,数据服务",武汉,不限,本科,4,8
web前端开发工程师,学透通医疗科技（上海）有限公司,150-500人,"移动互联网,医疗丨健康",上海,3-5年,大专,14,20
平面设计美工,潍坊方圆网通科技有限公司,50-150人,"移动互联网,广告营销",潍坊,1-3年,大专,4,6
物业管理员,广州市澳兴冷链供应有限公司,50-150人,其他,广州,1-3年,大专,3,5
销售经理,上海宸宾实业有限公司,15-50人,电商、教育,上海,应届毕业生,不限,10,20
线上销售,武汉水之国环保科技有限公司,15-50人,其他,武汉,1-3年,大专,4,8
网站产品上架专员,成都吉吉家科技有限公司,少于15人,电商,成都,不限,不限,3,5
Java中级开发工程师【西安】,中华联合财产保险股份有限公司,2000人以上,金融 软件开发,西安,3-5年,本科,12,20
高级平面设计师,北京鱼爪网络科技有限公司成都分公司,2000人以上,"移动互联网,电商",成都,1-3年,大专,8,12
电话销售客服做五休二,上海全纵企业管理咨询有限公司,50-150人,金融、电商,上海,1-3年,大专,8,16
产品运营岗,广东美的制冷设备有限公司,2000人以上,硬件,深圳,3-5年,本科,20,30
UI设计师,无锡鼎洲电子科技有限公司,15-50人,人工智能,无锡,1-3年,本科,10,20
急聘java开发,深圳市博悦科创科技有限公司,500-2000人,移动互联网,深圳,3-5年,大专,10,16
保险JAVA开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",北京,3-5年,本科,10,18
测试开发工程师,北京必示科技有限公司,50-150人,人工智能,北京,5-10年,本科,20,40
java开发工程师,慈溪市顺通网络技术有限公司,15-50人,"移动互联网,教育",宁波,1-3年,本科,8,13
需求分析师,北京新锐在线科技有限公司,150-500人,"移动互联网,企业服务",北京,3-5年,本科,10,18
软件实施工程师,上海同望信息技术有限公司武汉分公司,50-150人,"移动互联网,数据服务",南宁,1年以下,本科,3,6
销售经理——金融科技,浙江吉利控股集团有限公司,2000人以上,"电商,消费生活",北京,3-5年,本科,15,30
Android高级架构工程师(J10526),东风汽车有限公司东风日产乘用车公司,500-2000人,汽车丨出行,深圳,1-3年,本科,20,30
零售SaaS销售-上海,杭州有赞科技有限公司,2000人以上,企业服务,上海,1-3年,不限,8,16
渠道销售,北京麦田房产经纪有限公司,2000人以上,房产家居,北京,应届毕业生,大专,9,11
测试工程师自动化,苏州博纳讯动软件有限公司,150-500人,"移动互联网,企业服务",上海,3-5年,本科,10,15
招聘专员,深圳市卓信财务咨询有限公司,150-500人,金融,深圳,不限,不限,5,8
用户体验实验室建设与运营主管,广东美的制冷设备有限公司,2000人以上,硬件,佛山,3-5年,本科,10,20
驻场工程师,成都科来网络技术有限公司,500-2000人,"企业服务,其他",北京,1-3年,本科,10,15
销售经理,无锡鼎洲电子科技有限公司,15-50人,人工智能,无锡,1-3年,大专,8,15
跨境电商运营,北京胜发新能源科技有限公司,15-50人,其他,佛山,1-3年,大专,8,10
市场经理,厦门仝格科技有限公司,少于15人,人工智能、软件开发,厦门,1-3年,本科,8,16
软件开发工程师,中华联合财产保险股份有限公司,2000人以上,金融 软件开发,杭州,不限,本科,10,15
服装model,广州丹卡服装贸易有限公司,50-150人,其他,广州,不限,不限,5,8
测试工程师,爱客科技（深圳）有限公司,150-500人,电商,深圳,3-5年,本科,15,25
房产销售,天津链家宝业房地产经纪有限公司宝山道店,2000人以上,移动互联网、企业服务,天津,应届毕业生,本科,5,8
web前端开发工程师,平行空间（深圳）教育科技有限公司,15-50人,教育,深圳,3-5年,本科,14,25
区块链开发工程师,易企银（杭州）科技有限公司,500-2000人,"电商,金融",杭州,1-3年,本科,12,23
高级用户研究工程师,东风汽车有限公司东风日产乘用车公司,500-2000人,汽车丨出行,深圳,3-5年,本科,22,33
web前端开发工程师,无锡朋桥信息技术有限公司,50-150人,"企业服务,软件开发",无锡,3-5年,不限,8,15
图像算法工程师,汉熵通信有限公司,50-150人,"信息安全,物联网",北京,不限,硕士,15,30
电话销售,平安银行股份有限公司,2000人以上,金融,沈阳,3-5年,本科,5,10
销售顾问（月薪2万起+合伙人计划+五险一金）,上海高顿教育培训有限公司,2000人以上,教育,上海,不限,大专,10,18
客户经理,西安智园软件开发管理有限公司,50-150人,教育,西安,1-3年,本科,6,12
大客户销售经理-新零售-上海,杭州有赞科技有限公司,2000人以上,企业服务,上海,3-5年,大专,15,25
保险代理人,中国平安人寿保险股份有限公司北京分公司,少于15人,nan,北京,不限,大专,8,15
房产经纪人/房地产顾问,北京麦田房产经纪有限公司,2000人以上,房产家居,北京,应届毕业生,本科,9,15
HR实习生,开放智能机器（上海）有限公司,50-150人,其他,上海,1年以下,本科,5,6
云计算运维工程师,苏州博纳讯动软件有限公司,150-500人,"移动互联网,企业服务",苏州,3-5年,大专,12,18
美容师,武汉市江夏区阳光丽人美容美体养生馆,50-150人,消费生活、医疗丨健康,武汉,1-3年,不限,4,6
新媒体运营专员,深圳市纵维立方科技有限公司,150-500人,电商,深圳,1-3年,本科,8,12
python爬虫开发,雷神科技有限公司,150-500人,软件开发,深圳,5-10年,本科,15,25
产品助理实习,杭州云表汇通科技有限公司,15-50人,"数据服务,人工智能",武汉,应届毕业生,本科,2,4
清华北大在校学生在线录课,北京小猪快学教育科技有限公司,50-150人,教育,北京,应届毕业生,本科,15,30
文案策划,广州伊盛网络科技有限公司,150-500人,电商,广州,不限,大专,4,8
法务专员,杭州顺网科技股份有限公司,500-2000人,游戏,杭州,5-10年,本科,10,15
交互设计师,满金坝(深圳)科技有限公司,50-150人,电商,深圳,1-3年,大专,8,12
产品经理,浙江海高控股集团有限公司,500-2000人,"移动互联网,医疗丨健康",杭州,3-5年,本科,15,16
python开发工程师,平行空间（深圳）教育科技有限公司,15-50人,教育,深圳,3-5年,本科,13,20
java中级开发工程师,武汉格蓝若智能技术有限公司,15-50人,硬件,武汉,3-5年,本科,8,12
文案,易企银（杭州）科技有限公司,500-2000人,"电商,金融",杭州,1-3年,本科,6,11
c++开发工程师,无锡朋桥信息技术有限公司,50-150人,"企业服务,软件开发",南京,3-5年,本科,10,20
Android Framework高级工程师,东风汽车有限公司东风日产乘用车公司,500-2000人,汽车丨出行,深圳,3-5年,本科,22,33
采购专员,广东伟经日用品有限公司,2000人以上,"消费生活,房产家居",佛山,1-3年,大专,4,6
客户经理,平安银行股份有限公司,2000人以上,金融,沈阳,不限,不限,8,16
前端开发工程师,汉熵通信有限公司,50-150人,"信息安全,物联网",北京,1-3年,本科,15,25
ios开发工程师,深圳市博悦科创科技有限公司,500-2000人,移动互联网,深圳,3-5年,本科,13,17
B2B销售经理,杭州志卓科技股份有限公司,150-500人,移动互联网,杭州,3-5年,大专,10,18
金融综合运营实习生 (MJ000446),雪球（北京）技术开发有限公司,150-500人,金融,北京,不限,不限,3,5
开发工程师-前端（Android） -武汉,百安居（中国）投资有限公司,2000人以上,"消费生活,其他",武汉,3-5年,本科,12,15
java开发工程师,中国外运股份有限公司,2000人以上,其他,广州,3-5年,本科,16,26
食品研发（烘焙方向）,上海济山合商贸有限公司,15-50人,"电商,物联网",上海,1-3年,不限,6,10
企业软件开发实习生,杭州云表汇通科技有限公司,15-50人,"数据服务,人工智能",杭州,应届毕业生,本科,2,4
西安择林鸟网络科技有限公司,西安择林鸟网络科技有限公司,150-500人,消费生活,西安,3-5年,不限,5,8
行政实习生,广州润普网络科技有限公司,50-150人,企业服务,佛山,应届毕业生,大专,4,6
web前端开发工程师,深圳兆日科技股份有限公司,150-500人,"移动互联网,金融",武汉,3-5年,本科,8,15
市场营销/电子商务（员工福利好）,广州伊盛网络科技有限公司,150-500人,电商,广州,应届毕业生,大专,3,6
产品运营,安徽客安物资贸易有限公司,50-150人,企业服务、金融,合肥,1-3年,不限,4,6
PHP/网站类,杭州志卓科技股份有限公司,150-500人,移动互联网,杭州,3-5年,大专,8,10
审计主管/经理,深圳市泛海三江电子股份有限公司,500-2000人,其他,深圳,5-10年,本科,10,20
系统架构师（软件）,河南汉威智慧安全科技有限公司,150-500人,"物联网,其他",郑州,5-10年,本科,10,15
高级用户运营,雪球（北京）技术开发有限公司,150-500人,金融,北京,3-5年,本科,15,30
销售内勤,重庆享控智能科技有限公司,50-150人,移动互联网,重庆,3-5年,大专,4,6
高薪聘不加班的程序员,重庆圣远成教育科技有限公司,15-50人,"教育,软件开发",石家庄,不限,大专,4,8
销售助理,深圳市华伦清洁服务有限公司,50-150人,企业服务,深圳,不限,不限,3,6
网约车司机,上海寰巨汽车租赁有限公司,50-150人,汽车丨出行,上海,不限,不限,7,12
golang工程师,深圳市晨歌电子有限公司,50-150人,电商,深圳,3-5年,本科,15,25
H5前端开发设计助理/实习,河南省乐视制冷设备有限公司,150-500人,"物联网,物流丨运输",郑州,不限,大专,4,6
销售代表,成都智慧宏科技有限公司,50-150人,"消费生活,其他",成都,不限,不限,5,8
产品经理,深圳平安综合金融服务有限公司,2000人以上,金融,上海,1-3年,本科,13,15
开发工程师-前端（iOS）-武汉,百安居（中国）投资有限公司,2000人以上,"消费生活,其他",武汉,3-5年,本科,12,15
人事行政助理,济南振拓信息科技有限公司,50-150人,消费生活,济南,不限,大专,4,7
Java开发工程师,皆愿网络科技（广州）有限公司,15-50人,软件开发、消费生活,广州,3-5年,本科,12,13
售后客服,广州市神州联保科技有限公司,50-150人,其他,佛山,不限,大专,4,8
实施工程师-广州,北京数语科技有限公司,50-150人,数据服务,广州,5-10年,本科,8,15
移动互联网产品经理助理,上海好店啊网络科技有限公司,15-50人,"消费生活,教育",上海,应届毕业生,本科,4,6
影视后期制作,青岛乾璟昶盛信息服务有限公司,50-150人,数据服务,青岛,应届毕业生,大专,4,5
项目专员（硬件）,成都市双扬科技有限责任公司,15-50人,教育,成都,不限,大专,3,6
高级售前产品经理,湖南长城信息金融设备有限责任公司,500-2000人,移动互联网,长沙,3-5年,本科,6,10
Q座席专员,泰康人寿保险有限责任公司山西分公司,150-500人,金融,太原,不限,不限,3,5
文员,深圳市鑫佰瑞电子科技有限公司,2000人以上,企业服务,深圳,不限,不限,5,7
销售总监,杭州志卓科技股份有限公司,150-500人,移动互联网,杭州,5-10年,大专,20,30
税务会计,深圳市泛海三江电子股份有限公司,500-2000人,其他,深圳,3-5年,本科,8,15
web前端开发工程师,深圳市纵维立方科技有限公司,150-500人,电商,深圳,3-5年,本科,12,18
web前端开发工程师,重庆享控智能科技有限公司,50-150人,移动互联网,重庆,1-3年,本科,7,12
大数据开发工程师,河南汉威智慧安全科技有限公司,150-500人,"物联网,其他",郑州,3-5年,本科,9,15
高级/资深Java开发工程师（证券事业部）,雪球（北京）技术开发有限公司,150-500人,金融,北京,3-5年,本科,20,35
运营助理,仁昊伟业科技（武汉）有限公司,15-50人,电商,武汉,应届毕业生,大专,3,4
渠道开发/网点开发,广州市神州联保科技有限公司,50-150人,其他,广州,3-5年,大专,5,8
CAD制图员,杭州中格富进出口有限公司,150-500人,"金融,其他",杭州,应届毕业生,大专,4,6
web前端开发工程师,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",北京,3-5年,本科,11,14
意大利语销售助理（双休）,深圳市恒之易电子商务有限公司,150-500人,电商,深圳,应届毕业生,大专,5,7
产品经理,北京网梯科技发展有限公司,150-500人,"移动互联网,教育",北京,不限,本科,8,12
软件测试工程师,北京数语科技有限公司,50-150人,数据服务,郑州,1-3年,本科,8,10
实习生,裕华区梧桐树下广告设计工作室,少于15人,广告营销,石家庄,应届毕业生,不限,3,5
销售专员,深圳欧米智能科技有限公司,50-150人,物联网,深圳,1-3年,大专,10,15
高级产品经理,上海好店啊网络科技有限公司,15-50人,"消费生活,教育",上海,3-5年,本科,15,30
视频剪辑,青岛乾璟昶盛信息服务有限公司,50-150人,数据服务,青岛,不限,大专,4,5
综合管理岗,成都市双扬科技有限责任公司,15-50人,教育,成都,1-3年,本科,4,8
java架构师,湖南长城信息金融设备有限责任公司,500-2000人,移动互联网,长沙,5-10年,本科,12,20
Q销售主管,泰康人寿保险有限责任公司山西分公司,150-500人,金融,太原,应届毕业生,大专,10,20
前端开发工程师,四川校虎团网络科技有限公司,50-150人,电商、社交,成都,3-5年,本科,8,15
跟单客服,广州市神州联保科技有限公司,50-150人,其他,广州,应届毕业生,大专,4,6
中级java开发工程师,上海尤恩信息技术有限公司,50-150人,"移动互联网,金融",上海,3-5年,本科,10,20
在线班主任,北京中德智慧教育文化有限公司,50-150人,教育,北京,1-3年,大专,8,15
外贸销售,深圳市指路灵科技有限公司,50-150人,"电商,通讯电子",深圳,1-3年,大专,6,12
人力资源经理,深圳市博奥特科技有限公司,500-2000人,"移动互联网,金融",深圳,5-10年,本科,14,25
商务助理,南京轩恩软件开发有限公司,50-150人,"教育,数据服务",南京,3-5年,本科,6,10
销售经理（建材、工程类）,杭州中格富进出口有限公司,150-500人,"金融,其他",杭州,1-3年,大专,4,7
销售顾问,青岛北辰盛世文化传媒有限公司,500-2000人,电商,青岛,不限,不限,8,10
高级测试开发工程师,阿里巴巴（中国）有限公司,500-2000人,电商,北京,3-5年,本科,25,44
急招淘宝售前客服,杭州吉敏网络科技有限公司,500-2000人,其他,杭州,3-5年,不限,4,8
测试工程师（鹅厂外包）,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",深圳,3-5年,本科,10,14
小语种销售/助理（德语/法语/西语/意大利语/日语）-双休,深圳市恒之易电子商务有限公司,150-500人,电商,深圳,应届毕业生,本科,5,7
平面设计师,裕华区梧桐树下广告设计工作室,少于15人,广告营销,石家庄,应届毕业生,不限,3,5
web前端工程师,北京数语科技有限公司,50-150人,数据服务,郑州,不限,本科,7,14
html5开发工程师(东莞),湖南玖零教育科技有限公司,150-500人,文娱丨内容,东莞,3-5年,大专,10,20
android开发,深圳光汇石油集团股份有限公司,500-2000人,其他,深圳,5-10年,本科,18,30
市场bd,广州伊智信息科技有限公司,500-2000人,消费生活,广州,1年以下,不限,8,16
业务经理,友邦保险有限公司深圳分公司,2000人以上,金融,深圳,1-3年,大专,13,26
C++开发工程师(J10334),基蛋生物科技股份有限公司,500-2000人,医疗丨健康,南京,1-3年,本科,10,15
嵌入式软件工程师,深圳市高斯贝尔家居智能电子有限公司,150-500人,其他,深圳,1-3年,本科,15,20
淘宝运营,广州伊盛网络科技有限公司,150-500人,电商,广州,1年以下,大专,3,6
普工操作工月7800+,合肥明友物流有限公司,15-50人,招聘、其他,合肥,不限,不限,7,8
软件测试工程师（汽车电子）,深圳市科列技术股份有限公司,150-500人,汽车丨出行,深圳,3-5年,本科,12,18
前端开发工程师,北京同和时代科技有限公司,150-500人,移动互联网,杭州,3-5年,本科,15,20
销售代表销售顾问/主管/经理,广州市神州联保科技有限公司,50-150人,其他,广州,1-3年,大专,6,12
oracle dba,上海尤恩信息技术有限公司,50-150人,"移动互联网,金融",上海,5-10年,本科,10,15
幼教产品编辑,北京中德智慧教育文化有限公司,50-150人,教育,北京,1-3年,本科,8,12
外贸业务员,深圳市指路灵科技有限公司,50-150人,"电商,通讯电子",深圳,1-3年,大专,6,12
java高级开发工程师,天津市鸿创科技发展有限公司,50-150人,企业服务,武汉,3-5年,本科,13,20
短视频文案策划/短视频运营,广州伊盛网络科技有限公司,150-500人,电商,广州,应届毕业生,大专,4,6
自然语言处理工程师,同方知网（北京）技术有限公司,2000人以上,"移动互联网,电商",北京,1-3年,本科,12,22
招聘专员,瑞庭网络技术（上海）有限公司,2000人以上,"移动互联网,企业服务",福州,1-3年,本科,5,8
助理设计师,江苏网进科技股份有限公司,500-2000人,数据服务,苏州,不限,本科,4,6
招电视剧演员,深圳市盛世唐朝文化传播有限公司,50-150人,文娱丨内容、其他,深圳,不限,不限,6,10
微信运营专员,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,3-5年,大专,4,7
金融UI设计师,广州经传多赢投资咨询有限公司,2000人以上,金融,广州,3-5年,本科,10,20
电话销售,北京食安管理顾问有限公司,15-50人,"企业服务,其他",上海,不限,不限,4,6
