name,company,company_size,field,workarea,background,education,low_salary,high_salary
人民网舆情频道主编,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",北京,5-10年,本科,10,15
杂志编辑,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",北京,1-3年,本科,7,10
出纳,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",北京,1年以下,大专,5,6
外派编辑,北京人民在线网络有限公司,150-500人,"数据服务,移动互联网",北京,3-5年,本科,8,12
java高级开发工程师,用友网络科技股份有限公司,2000人以上,企业服务,北京,3-5年,本科,17,30
高级android研发工程师,用友网络科技股份有限公司,2000人以上,企业服务,北京,3-5年,本科,17,30
测试开发工程师(非应届生) (MJ006269),小船出海教育科技（北京）有限公司,2000人以上,工具,北京,不限,本科,4,5
HR实习生,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,应届毕业生,本科,1,2
HR实习生,北京字节跳动科技有限公司,2000人以上,文娱丨内容,厦门,应届毕业生,本科,1,2
资深品牌设计师,北京人机意科技有限公司,50-150人,硬件,北京,5-10年,本科,20,30
产品运营（项目管理方向）,北京积沙成塔科技有限公司,500-2000人,"移动互联网,金融",北京,3-5年,本科,15,25
用户运营专员,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,1-3年,本科,10,12
Java互联网软件开发工程师,上海勤开网络科技有限责任公司,少于15人,"移动互联网,消费生活",上海,1年以下,大专,6,12
网络安全工程师,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,北京,不限,本科,20,40
前端开发工程师,西安云之梦信息科技有限公司,少于15人,"企业服务,软件开发",西安,1-3年,本科,1,2
用户增长产品经理。 (MJ001167),北京才如大海科技有限公司,2000人以上,金融,北京,3-5年,本科,20,40
客户经理,北京合力亿捷科技股份有限公司,500-2000人,"移动互联网,企业服务",北京,1-3年,大专,5,10
公关咨询实习生,上海闪时品牌管理有限公司,15-50人,"广告营销,企业服务",上海,应届毕业生,本科,2,3
广告ae,上海衿御文化传媒有限公司,50-150人,"电商,企业服务",上海,不限,不限,8,13
文案策划,上海丝芭文化传媒集团有限公司,150-500人,"移动互联网,消费生活",上海,不限,不限,5,8
java开发工程师,北京神州新桥科技有限公司,500-2000人,"企业服务,信息安全",北京,3-5年,本科,12,16
媒介投放,北京百家互联科技有限公司,2000人以上,"移动互联网,教育",武汉,1-3年,本科,7,12
全职英语教师,深圳市瑞尔教育培训有限公司,50-150人,教育,深圳,应届毕业生,大专,5,10
项目交付经理,武汉未来科技城人才企业发展服务有限公司,50-150人,"移动互联网,企业服务",武汉,5-10年,本科,15,25
管理培训生储备干部,陕西睿弘诚商贸有限公司,50-150人,电商、通讯电子,西安,3-5年,大专,4,8
web前端开发工程师,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",成都,3-5年,本科,15,25
文员,天津威电电子科技有限公司,500-2000人,其他,天津,不限,不限,4,6
SAAS渠道销售（零售行业）,上海盛付通电子支付服务有限公司,150-500人,"移动互联网,金融",上海,3-5年,大专,12,24
android工程师,深圳市德科信息技术有限公司,2000人以上,"软件开发,物联网",东莞,1-3年,大专,10,15
插画师（动画）,深圳市同道大叔文化传播有限公司,50-150人,"电商,移动互联网",深圳,1-3年,本科,6,10
人力资源,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",杭州,3-5年,本科,6,10
行政助理【实习】 (MJ000297),杭州数澜科技有限公司,150-500人,"企业服务,数据服务",杭州,1年以下,本科,2,4
web前端开发工程师（react）,北京缔联科技有限公司,50-150人,企业服务,北京,3-5年,大专,13,18
美工,深圳花旦传媒有限公司,50-150人,移动互联网,深圳,1-3年,不限,5,8
中高级java,西安奥途网络科技有限公司,150-500人,软件开发,上海,3-5年,大专,15,18
项目助理,富璟科技（深圳）有限公司,50-150人,"信息安全,数据服务",深圳,1-3年,本科,7,10
前端开发工程师,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",深圳,3-5年,本科,14,19
产品经理（互助）。 (MJ001307),北京才如大海科技有限公司,2000人以上,金融,北京,3-5年,本科,20,40
02241N-运维工程师,中国平安人寿保险股份有限公司,2000人以上,金融,深圳,1-3年,本科,10,20
软件测试工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",上海,3-5年,本科,15,30
出房管家/综合管家,城城不动产管理有限公司广州分公司,2000人以上,房产家居、企业服务,广州,1-3年,大专,10,15
客户经理,交通银行股份有限公司太平洋信用卡中心杭州分中心,2000人以上,金融,杭州,不限,不限,8,15
项目助理,广州南天电脑系统有限公司,500-2000人,数据服务,广州,1-3年,大专,5,10
在线测试,浙江三合通信科技有限公司,50-150人,"移动互联网,广告营销",南京,不限,不限,1,2
产品经理（续保）。 (MJ001302),北京才如大海科技有限公司,2000人以上,金融,北京,3-5年,本科,20,40
档案管理员/保密员 (MJ000283),杭州数澜科技有限公司,150-500人,"企业服务,数据服务",杭州,1-3年,大专,5,8
技术总监cto,杭州优量科技有限公司,15-50人,移动互联网,杭州,5-10年,本科,20,40
助理,西安睿诺软件科技有限责任公司,15-50人,物联网、软件开发,西安,不限,大专,4,6
实施顾问/项目经理,北京缔联科技有限公司,50-150人,企业服务,北京,1-3年,大专,8,12
java开发工程师,上海旅家网络信息技术有限公司,50-150人,"移动互联网,电商",上海,3-5年,本科,15,20
广告投放专员（硬核渠道）,广州天蝎互动网络科技有限公司,50-150人,"移动互联网,游戏",广州,1-3年,本科,7,14
物流主管,深圳市光逸科技创新有限公司,150-500人,电商,深圳,不限,本科,11,14
产品经理,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",北京,5-10年,本科,15,20
销售经理主管,深圳市法本信息技术股份有限公司,2000人以上,"企业服务,软件开发",济南,3-5年,大专,10,18
人事专员,青岛九米传媒有限公司,150-500人,"电商,文娱丨内容",青岛,不限,大专,4,8
产品运营专家,北京奇艺世纪科技有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,25,45
Java开发工程师,厦门科拓通讯技术股份有限公司,500-2000人,"硬件,企业服务",成都,3-5年,本科,10,15
BI工程师,广州南天电脑系统有限公司,500-2000人,数据服务,广州,1-3年,本科,7,12
产品经理,深圳市育联网职业教育发展有限公司,50-150人,教育,深圳,3-5年,本科,15,25
golang开发工程师,青牛智胜（深圳）科技有限公司,50-150人,人工智能,深圳,3-5年,本科,15,25
高级产品经理,小象（广州）商务有限公司,50-150人,社交,广州,5-10年,本科,25,40
前端开发工程师,杭州多艺网络科技有限公司,50-150人,游戏,杭州,不限,不限,6,12
客户经理（电力、金融行业）,北京中经惠众科技有限公司,50-150人,"金融,企业服务",北京,1-3年,本科,13,26
数据库开发工程师,创而新（中国）科技有限公司,150-500人,"移动互联网,教育",北京,不限,本科,10,20
美工,深圳市尚康园电子商务有限公司,50-150人,电商,深圳,1-3年,不限,8,12
广告投放优化师,广州天蝎互动网络科技有限公司,50-150人,"移动互联网,游戏",广州,1-3年,大专,6,9
销售经理（安徽合肥）,上海万澄环保科技有限公司,15-50人,"人工智能,软件开发",合肥,不限,本科,6,11
互联网客户代表,中企动力科技股份有限公司武汉分公司,2000人以上,"电商,移动互联网",武汉,不限,大专,6,8
品牌策划总监（白酒类）,北京流金岁月文化传播股份有限公司成都分公司,50-150人,移动互联网,成都,3-5年,本科,15,25
视频后期剪辑,浙报数字文化集团股份有限公司,500-2000人,"移动互联网,企业服务",杭州,1-3年,本科,7,12
高级工程师,深圳花儿数据技术有限公司,15-50人,移动互联网 电子商务,济南,3-5年,本科,15,25
Java工程师,北京联龙博通电子商务技术有限公司,2000人以上,"移动互联网,电商",北京,5-10年,大专,15,20
销售专员,汉海信息技术（上海）有限公司,2000人以上,移动互联网,烟台,不限,不限,8,15
会计核算部财务经理,深圳市法本信息技术股份有限公司,2000人以上,"企业服务,软件开发",深圳,5-10年,本科,15,25
AI产品经理,青牛智胜（深圳）科技有限公司,50-150人,人工智能,深圳,3-5年,本科,15,25
大客户销售,深圳视界信息技术有限公司,50-150人,数据服务,深圳,3-5年,本科,8,13
高级web前端,北京小川在线网络技术有限公司,500-2000人,文娱丨内容,北京,3-5年,本科,25,40
web前端工程师,北京步峰信息技术有限公司,50-150人,"移动互联网,企业服务",北京,1-3年,本科,10,15
C++开发工程师,深圳慧卡科技有限公司,15-50人,"信息安全,金融",深圳,不限,本科,10,20
培训师（新人训）,小船出海教育科技（北京）有限公司,2000人以上,工具,北京,1-3年,本科,12,20
投资研究员（美元债方向）,深圳市有鱼智能科技有限公司,150-500人,"移动互联网,金融",北京,1-3年,硕士,15,30
ue交互设计师,北京闪送科技有限公司,500-2000人,移动互联网,北京,5-10年,本科,20,30
项目助理,北京八分量信息科技有限公司,15-50人,移动互联网,北京,1-3年,本科,8,12
产品变现总监,厦门麻花网络科技有限公司,150-500人,"社交,消费生活",深圳,10年以上,本科,30,50
服务体验运营,北京新氧科技有限公司,500-2000人,"移动互联网,消费生活",北京,3-5年,本科,13,25
知乎贴吧运营,北京鱼爪网络科技有限公司成都分公司,2000人以上,"移动互联网,电商",成都,1-3年,大专,4,7
android开发工程师,海南白马广告媒体投资有限公司,500-2000人,文娱丨内容,广州,1-3年,本科,7,12
PHP实习生,南京儒道科技有限公司,50-150人,"电商,企业服务",南京,不限,不限,3,4
经营分析师-结算方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,9,18
售前技术支持,深圳视界信息技术有限公司,50-150人,数据服务,深圳,1-3年,本科,6,10
摄像/摄影师,广州云房数据服务有限公司,2000人以上,"消费生活,数据服务",广州,1-3年,大专,5,7
android开发工程师,北京琥珀创想科技有限公司,50-150人,移动互联网,郑州,1-3年,本科,6,12
产品经理（银行背景）,深圳苹果树数据科技有限公司,150-500人,"金融,数据服务",深圳,3-5年,本科,15,30
互联网内容质量运营审核岗,北京卓仕企业管理有限公司,150-500人,"电商,企业服务",天津,不限,本科,8,15
前端开发工程师（杭州）,北京易数科技有限公司,150-500人,"企业服务,数据服务",杭州,5-10年,不限,20,40
技术经理&amp;PHP高级工程师,广州市格利食品网络信息有限公司,50-150人,电商,广州,5-10年,本科,18,23
产品经理,深圳市创客工场科技有限公司,500-2000人,教育,深圳,3-5年,本科,15,30
安全研究员（安卓方向）,北京奇虎信息技术有限公司,2000人以上,信息安全,北京,3-5年,本科,30,40
高级推荐算法工程师,北京小川在线网络技术有限公司,500-2000人,文娱丨内容,北京,5-10年,本科,50,70
web前端开发工程师,浙江聚智软件技术有限公司,15-50人,移动互联网,杭州,3-5年,大专,12,20
产品运营,上海答派体育文化发展有限公司,50-150人,"移动互联网,游戏",上海,1-3年,本科,10,20
招聘专员,北京步峰信息技术有限公司,50-150人,"移动互联网,企业服务",西安,1-3年,大专,4,8
出镜达人/模特,深圳理想动力信息技术有限公司,150-500人,电商,深圳,不限,不限,8,13
用户运营,成都书声科技有限公司,500-2000人,"移动互联网,文娱丨内容",成都,1-3年,本科,8,15
后端架构师,深圳视界信息技术有限公司,50-150人,数据服务,深圳,5-10年,本科,20,40
etl开发工程师,北京伯智科技有限公司,50-150人,数据服务,深圳,3-5年,本科,15,25
测试工程师,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",深圳,1-3年,本科,8,13
高级大客户经理（杭州） (MJ000288),上海七牛信息技术有限公司,150-500人,"移动互联网,数据服务",杭州,3-5年,本科,15,30
市场经理（深圳）,盈嘉互联（北京）科技有限公司,50-150人,"移动互联网,企业服务",深圳,3-5年,本科,15,18
招聘助理,广州云房数据服务有限公司,2000人以上,"消费生活,数据服务",广州,1-3年,大专,3,4
主播艺人,盐城冰点文化传播有限公司,500-2000人,文娱丨内容,盐城,不限,不限,10,15
海外市场投放实习生,北京琥珀创想科技有限公司,50-150人,移动互联网,北京,应届毕业生,本科,4,6
运营经理主管,深圳苹果树数据科技有限公司,150-500人,"金融,数据服务",深圳,5-10年,本科,30,50
前端工程师,上海喜马拉雅科技有限公司,2000人以上,"移动互联网,文娱丨内容",北京,3-5年,本科,15,30
运维工程师,北京卓仕企业管理有限公司,150-500人,"电商,企业服务",北京,不限,本科,15,25
.net开发工程师,上海有为信息技术有限公司,15-50人,"信息安全,硬件",上海,1-3年,本科,10,13
高级前端开发工程师,深圳视界信息技术有限公司,50-150人,数据服务,深圳,3-5年,本科,18,35
商务bd,武汉木仓信息技术有限公司,150-500人,汽车丨出行,贵阳,1-3年,大专,7,12
游戏客服,上饶市一三齐齐信息技术有限公司广州分公司,150-500人,游戏,桂林,不限,不限,2,3
EE集成(高级)工程师,北京智加智行科技有限公司,150-500人,人工智能,苏州,1-3年,硕士,20,40
保险代理人,友邦保险有限公司深圳分公司,2000人以上,金融,深圳,不限,大专,20,40
产品经理(流量变现),深圳市陀螺传媒有限公司,150-500人,"广告营销,文娱丨内容",深圳,1-3年,大专,12,20
直播主播,蔓意多媒体创意（深圳）有限公司,少于15人,文娱丨内容,深圳,应届毕业生,不限,4,6
客服专员,泰康人寿保险有限责任公司河南分公司,500-2000人,"其他,消费生活",郑州,不限,不限,6,9
开发者内容运营,杭州华为企业通信技术有限公司,2000人以上,"移动互联网,数据服务",杭州,1-3年,本科,8,13
运营专员,河北坤亚网络科技有限公司,50-150人,"移动互联网,企业服务",石家庄,1-3年,大专,3,6
高级java开发工程师,武汉中科图灵科技有限公司,15-50人,"移动互联网,电商",武汉,5-10年,本科,15,25
项目经理,北京伯智科技有限公司,50-150人,数据服务,深圳,5-10年,本科,20,35
产品经理,天聚地合（苏州）数据股份有限公司,50-150人,数据服务,苏州,1-3年,本科,10,15
行政前台文员,南京光辉互动网络科技股份有限公司,50-150人,"教育,移动互联网",南京,应届毕业生,本科,3,4
前端开发工程师,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",成都,3-5年,本科,11,15
电商营销推广,郑州嘟豆动漫有限公司,50-150人,电商,郑州,1-3年,大专,3,4
机器学习算法实习生,上海擎创信息技术有限公司,50-150人,"企业服务,数据服务",上海,应届毕业生,硕士,4,6
大客户销售,深圳视界信息技术有限公司,50-150人,数据服务,深圳,1-3年,本科,8,15
hr专员,深圳市立新出行信息技术有限公司,50-150人,"电商,消费生活",深圳,1-3年,本科,8,15
研发经理（聚合支付方向）,易联汇华（北京）科技有限公司,500-2000人,"移动互联网,金融",北京,5-10年,本科,20,30
资深java开发工程师,杭州链变网络科技有限公司,少于15人,"广告营销,软件开发",杭州,3-5年,本科,18,30
销售+底薪4k5+高提成,上海程宸科技有限公司,50-150人,电商,上海,不限,不限,8,10
嵌入式系统开发工程师,北京智加智行科技有限公司,150-500人,人工智能,苏州,1-3年,硕士,20,40
销售经理,友邦保险有限公司深圳分公司,2000人以上,金融,深圳,3-5年,大专,20,30
客服管培生,上饶市一三齐齐信息技术有限公司广州分公司,150-500人,游戏,广州,应届毕业生,大专,3,4
产品经理(电商导购),深圳市陀螺传媒有限公司,150-500人,"广告营销,文娱丨内容",深圳,3-5年,大专,12,20
golang后端开发工程师,深圳复临信息科技有限公司,50-150人,"移动互联网,企业服务",深圳,1-3年,本科,18,30
资深数据类产品经理,佳都新太科技股份有限公司,2000人以上,"移动互联网,数据服务",广州,5-10年,本科,20,30
高级web前端开发工程师,北京聚量广告传媒有限公司,50-150人,"移动互联网,广告营销",北京,5-10年,本科,20,30
c++开发工程师,杭州博彦信息技术有限公司,2000人以上,"移动互联网,电商",广州,1-3年,大专,10,11
消费调研编辑,广州盖得排行信息科技有限公司,50-150人,"移动互联网,电商",广州,不限,本科,5,8
用户增长运营实习生,上海基分文化传播有限公司,500-2000人,文娱丨内容,上海,应届毕业生,本科,4,6
动画（美宣类）-RD04,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,不限,大专,12,20
社群运营专员,深圳游点好玩科技有限公司,50-150人,游戏,深圳,1-3年,本科,6,10
文员,广州市奥星塑料科技有限公司,15-50人,其他,广州,不限,不限,3,4
剪辑编导（可实习）,广东极米传媒科技集团有限公司,150-500人,移动互联网,杭州,不限,本科,5,9
资深Unity开发工程师,北京爱奇艺智能科技有限公司,150-500人,人工智能,北京,5-10年,本科,20,30
要闻内容质量运营,北京字节跳动科技有限公司,2000人以上,文娱丨内容,北京,3-5年,本科,14,28
零售管培生（七匹狼）,北欧时刻（广州）商业有限公司,500-2000人,消费生活,广州,应届毕业生,本科,3,5
测试工程师（银行，证券）,大展信息科技（深圳）有限公司,150-500人,"企业服务,消费生活",深圳,3-5年,大专,10,15
销售vp,北京沃丰时代数据科技有限公司,500-2000人,企业服务,北京,10年以上,本科,30,60
测试工程师,深圳复临信息科技有限公司,50-150人,"移动互联网,企业服务",深圳,1-3年,本科,9,15
测试经理,佳都新太科技股份有限公司,2000人以上,"移动互联网,数据服务",广州,5-10年,本科,20,30
web前端开发主管,北京聚量广告传媒有限公司,50-150人,"移动互联网,广告营销",北京,5-10年,本科,20,30
测试工程师,易谷网络科技股份有限公司,150-500人,"企业服务,移动互联网",西安,3-5年,本科,7,10
媒介投放,缤刻普锐（北京）科技有限责任公司,50-150人,移动互联网,深圳,3-5年,本科,8,16
运营助理,北京奇智新元科技有限公司,少于15人,"电商,教育",北京,1-3年,大专,6,9
焊工,广州华工环源绿色包装技术股份有限公司,500-2000人,其他,佛山,3-5年,不限,6,8
外卖送餐员,苏州八小猴餐饮管理有限公司,150-500人,其他,苏州,不限,不限,7,10
人事专员（长沙）,上海巧房信息科技有限公司,150-500人,"移动互联网,企业服务",长沙,不限,不限,4,6
java开发工程师,杭州博彦信息技术有限公司,2000人以上,"移动互联网,电商",深圳,3-5年,大专,12,14
前端开发工程师,上海和今信息科技有限公司,50-150人,"数据服务,人工智能",上海,1-3年,本科,17,22
大数据开发,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",深圳,3-5年,本科,11,22
调研编辑,广州盖得排行信息科技有限公司,50-150人,"移动互联网,电商",广州,不限,本科,5,8
Flutter 工程师,深圳复临信息科技有限公司,50-150人,"移动互联网,企业服务",深圳,3-5年,本科,18,35
PYTHON开发工程师BJ,上海茗日智能科技有限公司,15-50人,企业服务,北京,1-3年,本科,12,23
Web前端开发工程师,厦门视我科技有限公司,15-50人,"移动互联网,电商",厦门,5-10年,本科,15,30
java开发工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,1-3年,本科,10,15
贷后催收,上海厚泽明远信息咨询有限公司,15-50人,金融,上海,不限,不限,6,12
高级c++开发工程师,佳都新太科技股份有限公司,2000人以上,"移动互联网,数据服务",广州,5-10年,本科,15,25
储备市场经理,上海初瞳信息技术有限公司,50-150人,"移动互联网,消费生活",上海,1-3年,本科,8,15
销售精英,四川明腾信息技术有限公司,50-150人,"企业服务,电商",西安,应届毕业生,不限,8,12
电话客服朝九晚六周末双休,武汉东湖新技术开发区金宇建材经营部,150-500人,企业服务,武汉,不限,大专,6,12
高级公关经理（内容方向）,厦门美柚股份有限公司,500-2000人,移动互联网,北京,5-10年,本科,15,22
Java技术专家/架构师,北京达佳互联信息技术有限公司,2000人以上,文娱丨内容,北京,5-10年,本科,50,80
前端开发实习生,中诚信征信有限公司,150-500人,"数据服务,人工智能",北京,应届毕业生,本科,3,5
销售代表销售顾问,中财慧智（北京）企业管理有限公司,50-150人,企业服务,北京,不限,大专,8,12
运营负责人,北京聚量广告传媒有限公司,50-150人,"移动互联网,广告营销",北京,5-10年,本科,20,35
战略招聘经理,北京尚德在线教育科技有限公司,2000人以上,教育,北京,1-3年,本科,15,25
测试工程师,福州朴朴电子商务有限公司,2000人以上,"电商,移动互联网",深圳,3-5年,本科,11,22
资深前端开发工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",杭州,5-10年,大专,20,25
销售（SaaS方向）,深圳复临信息科技有限公司,50-150人,"移动互联网,企业服务",深圳,5-10年,本科,8,16
PYTHON开发工程师 SH,上海茗日智能科技有限公司,15-50人,企业服务,上海,1-3年,本科,15,30
高级Android开发工程师,厦门视我科技有限公司,15-50人,"移动互联网,电商",厦门,5-10年,本科,15,30
信贷客户经理,上海厚泽明远信息咨询有限公司,15-50人,金融,上海,不限,不限,15,20
招聘经理,北京三快在线科技有限公司,2000人以上,消费生活,北京,5-10年,本科,20,30
视频图像算法工程师,北京小川在线网络技术有限公司,500-2000人,文娱丨内容,北京,3-5年,本科,30,60
U3D/UE4开发工程师,佳都新太科技股份有限公司,2000人以上,"移动互联网,数据服务",广州,3-5年,本科,25,40
上市企业~研究生学习规划师~,北京尚德在线教育科技有限公司,2000人以上,"移动互联网,教育",深圳,不限,大专,7,12
置业顾问房产经纪人,武汉睿家置业有限公司,50-150人,"房产家居,物联网",武汉,不限,不限,4,6
测试开发工程师,上海盛付通电子支付服务有限公司,150-500人,"移动互联网,金融",上海,5-10年,本科,10,20
产品经理（阅读app）,上海喜马拉雅科技有限公司,2000人以上,"移动互联网,文娱丨内容",北京,3-5年,本科,15,25
核心Java开发工程师,四川众鹏科技有限公司,50-150人,"移动互联网,消费生活",成都,5-10年,本科,12,20
技术经理/高级PHP开发工程师,广州市格利食品网络信息有限公司,50-150人,电商,广州,5-10年,本科,18,23
中级场景原画,广州明朝互动科技股份有限公司,150-500人,游戏,广州,1-3年,本科,10,15
高级后端开发工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,5-10年,本科,16,20
前端开发工程师,深圳市瑞达飞行科技有限公司,15-50人,"信息安全,移动互联网",深圳,3-5年,本科,12,18
大数据开发工程师,广州猎游信息科技有限公司,150-500人,"文娱丨内容,游戏",广州,1-3年,本科,12,18
外贸主管-智能卡,深圳市天俊智能卡有限公司,150-500人,"移动互联网,电商",深圳,3-5年,大专,12,20
销售总监,深圳复临信息科技有限公司,50-150人,"移动互联网,企业服务",深圳,5-10年,本科,20,30
移动应用开发工程师,深圳市禅游科技股份有限公司,150-500人,游戏,深圳,3-5年,不限,13,18
促销销售人员（定点销售+无责底薪+包住）,成都吉柏亿科技有限公司,50-150人,"医疗丨健康,通讯电子",成都,不限,大专,5,9
go研发高级工程师,摩比神奇（北京）信息技术有限公司,150-500人,移动互联网,北京,3-5年,本科,40,70
健身房店长,深圳市路通网络技术有限公司,500-2000人,"移动互联网,游戏",宜春,1-3年,不限,3,5
招C照3年代驾司机,新方（重庆）科技有限公司,少于15人,金融、汽车丨出行,贵阳,3-5年,不限,8,12
储备干部管培生,深圳市智慧湾科技有限公司,50-150人,"移动互联网,硬件",惠州,1年以下,本科,4,5
无责5.5K起+人事专员+招聘绩效,深圳市乐有家控股集团有限公司,2000人以上,"企业服务,消费生活",深圳,1-3年,大专,6,10
测试工程师（初中级）,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",杭州,1-3年,本科,8,15
UI设计师,科学技术文献出版社,50-150人,医疗丨健康,济南,不限,本科,8,13
c/c++开发工程师（北京）,北京人大金仓信息技术股份有限公司,150-500人,数据服务,北京,不限,本科,10,20
行政人事助理,佛山三合壹信息科技有限公司,50-150人,其他,佛山,不限,不限,3,5
php开发工程师,厦门复力信息科技有限公司,少于15人,"金融,软件开发",厦门,5-10年,本科,11,20
游戏主策划,广州赫墨拉信息科技有限公司,50-150人,游戏,广州,3-5年,本科,15,30
bi工程师,北京新锐在线科技有限公司,150-500人,"移动互联网,企业服务",北京,1年以下,大专,6,10
软件测试工程师（珠海）,上海艾融软件股份有限公司,500-2000人,"移动互联网,金融",珠海,1-3年,本科,10,15
销售管理培训生,宁波西铁供应链管理有限公司,50-150人,"电商,企业服务",宁波,应届毕业生,大专,5,6
贷款专员,中国平安人寿保险股份有限公司广东分公司珠江新城营销服务部,2000人以上,金融 移动互联网,广州,不限,大专,10,20
保险合伙人,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上海,不限,本科,10,15
原画师,深圳市路通网络技术有限公司,500-2000人,"移动互联网,游戏",深圳,不限,本科,10,20
Java开发（中高级）,深圳市汇合发展有限公司,2000人以上,"企业服务,金融",成都,3-5年,本科,11,15
C研发工程师（天津）,北京人大金仓信息技术股份有限公司,150-500人,数据服务,天津,不限,本科,18,35
软件实习生,茂硕电源科技股份有限公司,2000人以上,"不限,硬件",深圳,应届毕业生,本科,3,5
销售专员,杭州优达信息技术有限公司,少于15人,企业服务 电子商务,杭州,不限,不限,7,14
嵌入式开发工程师,OPPO广东移动通信有限公司,2000人以上,硬件,深圳,5-10年,本科,25,50
java开发工程师（珠海）,广州源创信息科技有限公司,50-150人,"电商,企业服务",珠海,1-3年,本科,6,9
产品经理 B端,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",深圳,5-10年,本科,25,45
漫画上色助理,钟楼区北港午后漫画设计工作室,少于15人,文娱丨内容,常州,不限,不限,4,7
中国人寿直招主管,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上海市,1-3年,本科,15,30
java软件开发工程师,上海艾融软件股份有限公司,500-2000人,"移动互联网,金融",广州,3-5年,本科,10,15
网络客服,惠州市腾鑫合润网络信息咨询有限公司,15-50人,电商,惠州,不限,不限,3,6
客户经理,中国平安人寿保险股份有限公司北京分公司西城西单营销服务部,2000人以上,金融,北京,不限,大专,18,36
卡口车辆盘查五险包吃住,河北高路达高速服务区物业服务有限公司,2000人以上,"企业服务,其他",张家口,不限,不限,4,6
人事经理,北京佳航华北道路运输有限公司,50-150人,物流丨运输,北京,不限,不限,12,18
跨境电商新媒体运营,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,杭州,3-5年,本科,8,9
电话销售,中美联泰大都会人寿保险有限公司上海分公司,500-2000人,金融,上海,不限,不限,5,9
健康管理师,广州市天河区龙洞飞儿营养健康管理咨询服务部,150-500人,医疗丨健康,广州,1-3年,大专,5,10
中国人寿保险金融咨询师 (职位编号：00,中国人寿保险股份有限公司上海市闵行支公司,2000人以上,金融,上海市,1-3年,本科,10,15
产品经理,深圳前海百递网络有限公司,150-500人,"消费生活,移动互联网",深圳,3-5年,本科,20,30
销售经理,中国平安人寿保险股份有限公司北京分公司西城西单营销服务部,2000人以上,金融,北京,不限,大专,15,30
深圳—视觉设计师,麦克优艾（北京）信息科技有限公司,15-50人,企业服务,深圳,3-5年,本科,10,16
java开发工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,广州,1-3年,本科,9,11
软件销售（渠道维护）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",北京,1-3年,本科,7,11
cobol/AS400/mainframe,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",广州,不限,本科,12,20
前端开发工程师,融金汇银科技（北京）有限公司,15-50人,"企业服务,金融",北京,3-5年,大专,10,18
销售经理,盐城金坤节能科技有限公司,15-50人,数据服务,盐城,不限,不限,4,8
人事助理,华轩盛（深圳）电子科技有限公司,150-500人,数据服务、其他,深圳,1-3年,大专,5,7
UX设计师,麦克优艾（北京）信息科技有限公司,15-50人,企业服务,深圳,1-3年,本科,12,20
产品运营,上海荟羽科技合伙企业（有限合伙）,150-500人,"软件开发,区块链",上海,1-3年,本科,8,15
自媒体运营编辑,深圳极简网络科技有限公司,50-150人,"移动互联网,硬件",深圳,1-3年,大专,6,10
Android开发工程师,捷诚晟（大连）科技有限公司,50-150人,软件开发,北京,1-3年,不限,11,15
平面设计师,上海敏迪信息科技有限公司,15-50人,"移动互联网,社交",苏州,不限,大专,3,6
图文编辑,北京逆时针网络科技有限责任公司,少于15人,软件开发,北京,不限,本科,5,10
财务实习生,上海然慧财务咨询有限公司,少于15人,不限 其他,上海,应届毕业生,本科,1,2
java,易宝软件科技（南京）有限公司,150-500人,移动互联网,郑州,1-3年,本科,7,10
java开发（初级）,北京鸿链科技有限公司,50-150人,"物联网,软件开发",北京,不限,本科,8,15
java开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",广州,3-5年,本科,12,24
andriod开发工程师,盐城金坤节能科技有限公司,15-50人,数据服务,盐城,1-3年,本科,7,10
